# energy / force
gaff-1.81: $2.3881_{1.9988}^{2.7775}$ / $12.3777_{12.0099}^{12.8205}$
gaff-2.11: $2.6614_{2.0982}^{3.2245}$ / $13.7858_{13.3151}^{14.2463}$
openff-1.2.0: $2.1412_{1.8309}^{2.5825}$ / $13.7503_{12.9541}^{14.5465}$
openff-2.0.0: $2.2622_{1.8921}^{2.6603}$ / $14.0062_{13.1566}^{14.9613}$
openff-2.1.0: $1.9787_{1.7872}^{2.2767}$ / $15.3712_{14.2753}^{16.1056}$
amber14: $2.4524_{2.1347}^{2.8049}$ / $14.1677_{13.4026}^{15.0668}$
