# energy / force
gaff-1.81: $3.0260_{2.3137}^{3.6483}$ / $9.4451_{8.2305}^{10.8010}$
gaff-2.11: $3.5608_{2.7034}^{4.7331}$ / $9.4888_{8.1665}^{11.2509}$
openff-1.2.0: $2.5460_{1.8636}^{3.2416}$ / $9.6628_{8.9558}^{10.4886}$
openff-2.0.0: $2.8736_{1.9938}^{4.0725}$ / $9.2351_{8.4694}^{10.0082}$
openff-2.1.0: $2.7497_{1.9543}^{3.5430}$ / $9.3451_{8.8440}^{9.7632}$
amber14: $3.1179_{2.2282}^{4.1430}$ / $10.2242_{9.5043}^{10.7355}$
