# energy / force
gaff-1.81: $1.9421_{1.6361}^{2.2760}$ / $9.6233_{8.4010}^{10.9870}$
gaff-2.11: $1.8845_{1.5686}^{2.2158}$ / $9.4597_{8.0851}^{10.9056}$
openff-1.2.0: $2.2596_{1.8712}^{2.6609}$ / $10.5513_{9.3441}^{11.7270}$
openff-2.0.0: $2.3435_{1.9717}^{2.7480}$ / $11.1178_{9.8636}^{12.4662}$
openff-2.1.0: $2.4327_{2.0546}^{2.8093}$ / $11.8686_{10.5679}^{13.1462}$
