# energy / force
gaff-1.81: $5.6403_{5.1614}^{6.1563}$ / $16.1587_{15.7155}^{16.6212}$
gaff-2.11: $5.6465_{4.9511}^{6.3218}$ / $17.1888_{16.7134}^{17.7127}$
openff-1.2.0: $5.9280_{5.5180}^{6.3535}$ / $18.3231_{17.6666}^{18.9023}$
openff-2.0.0: $5.7910_{5.3738}^{6.1936}$ / $18.5388_{17.8512}^{19.0972}$
openff-2.1.0: $6.2645_{5.6393}^{6.8978}$ / $19.6833_{19.1913}^{20.1453}$
amber14: $6.0577_{5.7032}^{6.4278}$ / $19.3803_{18.7745}^{19.8278}$
