# energy / force
gaff-1.81: $6.1443_{5.8927}^{6.4166}$ / $16.1662_{16.0377}^{16.3075}$
gaff-2.11: $6.3739_{6.1340}^{6.5948}$ / $17.0960_{16.9487}^{17.2438}$
openff-1.2.0: $5.9769_{5.7679}^{6.2043}$ / $18.6857_{18.5029}^{18.8518}$
openff-2.0.0: $6.0326_{5.8053}^{6.2734}$ / $18.7910_{18.6545}^{18.9413}$
openff-2.1.0: $6.3569_{6.1848}^{6.5480}$ / $19.9292_{19.7641}^{20.1255}$
amber14: $6.3037_{6.0351}^{6.5642}$ / $19.7666_{19.6046}^{19.9210}$
