# energy / force
gaff-1.81: $6.1376_{5.2235}^{7.0427}$ / $16.1938_{15.8160}^{16.5264}$
gaff-2.11: $6.4593_{5.7191}^{7.2030}$ / $17.1253_{16.6638}^{17.5565}$
openff-1.2.0: $6.4067_{5.7184}^{7.1189}$ / $18.7463_{18.4637}^{19.0648}$
openff-2.0.0: $6.5104_{5.9271}^{7.1200}$ / $18.9089_{18.6752}^{19.1486}$
openff-2.1.0: $6.7114_{5.9060}^{7.4393}$ / $19.7114_{19.3205}^{20.0193}$
amber14: $6.8116_{6.1538}^{7.4646}$ / $19.7515_{19.4839}^{20.0995}$
