# energy / force
gaff-1.81: $2.1649_{2.0551}^{2.2770}$ / $10.5152_{10.2056}^{10.8226}$
gaff-2.11: $2.2347_{2.1240}^{2.3502}$ / $10.4416_{10.1585}^{10.7174}$
openff-1.2.0: $2.0323_{1.9268}^{2.1323}$ / $11.7556_{11.4349}^{12.0991}$
openff-2.0.0: $2.0214_{1.9138}^{2.1333}$ / $11.0901_{10.7572}^{11.4003}$
openff-2.1.0: $2.0733_{1.9536}^{2.1993}$ / $12.5169_{12.1765}^{12.8819}$
