# energy / force
gaff-1.81: $2.2485_{1.8105}^{2.7921}$ / $10.4848_{9.7343}^{11.2912}$
gaff-2.11: $2.2886_{1.8815}^{2.8192}$ / $10.5102_{9.7540}^{11.3610}$
openff-1.2.0: $2.1893_{1.7719}^{2.7251}$ / $11.0635_{10.3696}^{11.8559}$
openff-2.0.0: $2.1845_{1.7325}^{2.7717}$ / $10.5315_{9.8649}^{11.4015}$
openff-2.1.0: $2.2457_{1.7818}^{2.8499}$ / $11.6718_{10.8306}^{12.5328}$
