DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)/N=N\C2CCSCC2	Cc1ccc(cc1)S(=O)(=O)N=NC2CCSCC2
gen2-torsion	48	c1cc(c(cc1Br)C(=O)C2CC2)F	c1cc(c(cc1Br)C(=O)C2CC2)F
gen2-torsion	24	C[C@H](c1ccccc1)C(=O)NC	CC(c1ccccc1)C(=O)NC
gen2-torsion	24	C1CC1N2CCN(CC2)C3(CC3)C(=O)O	C1CC1N2CCN(CC2)C3(CC3)C(=O)O
gen2-torsion	48	c1ccc(cc1)CS(=O)(=O)c2ccccc2	c1ccc(cc1)CS(=O)(=O)c2ccccc2
gen2-torsion	24	c1cncc(c1C2=NOCCO2)S(=O)(=O)N	c1cncc(c1C2=NOCCO2)S(=O)(=O)N
gen2-torsion	13	c1cc2c(cc1F)OC(=O)NC2=O	c1cc2c(cc1F)OC(=O)NC2=O
gen2-torsion	24	c1ccc(cc1)C2(CC2)C(=O)CN3C=NC=C3C#N	c1ccc(cc1)C2(CC2)C(=O)CN3C=NC=C3C#N
gen2-torsion	24	CC[N@]1C[C@@]23CNC[C@@H](O2)C[C@@H]3S1(=O)=O	CCN1CC23CNCC(O2)CC3S1(=O)=O
gen2-torsion	24	C1=NC(=[O+]C(=O)C(F)(F)F)N=C1	C1=NC(=[O+]C(=O)C(F)(F)F)N=C1
gen2-torsion	24	C1C[C@H](CC=C1)C(=O)O	C1CC(CC=C1)C(=O)O
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)/N=N\C2CCSCC2	Cc1ccc(cc1)S(=O)(=O)N=NC2CCSCC2
gen2-torsion	24	CC/C(=C\C)/C	CCC(=CC)C
gen2-torsion	24	CC[C@@H]1C[C@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	24	Cc1ccc(c(c1)I)NC(=O)C(C)(C)C	Cc1ccc(c(c1)I)NC(=O)C(C)(C)C
gen2-torsion	9	c1ccnc(c1)[C@H]2CCCO2	c1ccnc(c1)C2CCCO2
gen2-torsion	10	C1[C@H](O1)CCCF	C1C(O1)CCCF
gen2-torsion	24	COc1cc(c(cc1I)O)F	COc1cc(c(cc1I)O)F
gen2-torsion	24	CC(C)(C#N)/N=N/C(=O)N	CC(C)(C#N)N=NC(=O)N
gen2-torsion	7	CC1=NOC(=C1CC(=O)O)C2=CC=CS2	CC1=NOC(=C1CC(=O)O)C2=CC=CS2
gen2-torsion	24	C(N)[P@H](=O)O	C(N)P(=O)O
gen2-torsion	24	CN(C)C(=O)C1(CC1)c2ccccc2	CN(C)C(=O)C1(CC1)c2ccccc2
gen2-torsion	24	c1cc2c(cc1OC(=O)c3ccc(cc3F)Cl)OCO2	c1cc2c(cc1OC(=O)c3ccc(cc3F)Cl)OCO2
gen2-torsion	24	c1ccc2c(c1)N=C(N2Cc3ccc(cc3)[C@H]4CCCC[C@@H]4C(=O)O)C5CC5	c1ccc2c(c1)N=C(N2Cc3ccc(cc3)C4CCCCC4C(=O)O)C5CC5
gen2-torsion	24	CCCC	CCCC
gen2-torsion	24	c1cc(ccc1C[C@H](C(=O)O)N)OC2CC(C2)F	c1cc(ccc1CC(C(=O)O)N)OC2CC(C2)F
gen2-torsion	24	c1cc(ccc1c2ccc(cc2)OSOc3ccc(cc3)Cl)OSOc4ccc(cc4)Cl	c1cc(ccc1c2ccc(cc2)OSOc3ccc(cc3)Cl)OSOc4ccc(cc4)Cl
gen2-torsion	24	CC(=O)c1ccc(cc1)S(=C)(=C)C	CC(=O)c1ccc(cc1)S(=C)(=C)C
gen2-torsion	24	CC(C)(C)[C@H]([C@H](N1C=CN=C1)Oc2ccccc2)O	CC(C)(C)C(C(N1C=CN=C1)Oc2ccccc2)O
gen2-torsion	24	COCc1cc(ncn1)C=S(=O)(C)C	COCc1cc(ncn1)C=S(=O)(C)C
gen2-torsion	24	CC(=O)N(C)[C@@H](c1cccnc1)C(=O)NC	CC(=O)N(C)C(c1cccnc1)C(=O)NC
gen2-torsion	24	CCN(C)C(=O)C	CCN(C)C(=O)C
gen2-torsion	11	c1ccc(cc1)C2=NOC3(C2=O)CCCCC3	c1ccc(cc1)C2=NOC3(C2=O)CCCCC3
gen2-torsion	48	CNS(=O)(=O)C1=C(C=CS1)/C=N/O	CNS(=O)(=O)C1=C(C=CS1)C=NO
gen2-torsion	24	CC(C)C(=O)c1ccccc1	CC(C)C(=O)c1ccccc1
gen2-torsion	24	C1CC1NC(=O)C[N@@]2C[C@H](CO2)O	C1CC1NC(=O)CN2CC(CO2)O
gen2-torsion	24	c1ccc(cc1)C(=C2SCCS2)C3=C/C(=N\c4ccccc4)/SS3	c1ccc(cc1)C(=C2SCCS2)C3=CC(=Nc4ccccc4)SS3
gen2-torsion	13	C/C=C\c1ccccc1C	CC=Cc1ccccc1C
gen2-torsion	9	CN(C)/C=C\C(=O)c1cnccn1	CN(C)C=CC(=O)c1cnccn1
gen2-torsion	11	COc1ccc2c(c1)CCC3=C2Nc4c3cc(cc4)OC	COc1ccc2c(c1)CCC3=C2Nc4c3cc(cc4)OC
gen2-torsion	48	c1ccc2c(c1)N=C(S2)CN3C(=O)c4cc(c(cc4C3=O)Cl)Cl	c1ccc2c(c1)N=C(S2)CN3C(=O)c4cc(c(cc4C3=O)Cl)Cl
gen2-torsion	24	CN1C=CC=C1C(=S)N=P(N(C)C)(N(C)C)N(C)C	CN1C=CC=C1C(=S)N=P(N(C)C)(N(C)C)N(C)C
gen2-torsion	24	CCSc1cccc(c1)F	CCSc1cccc(c1)F
gen2-torsion	24	CCN1C(=O)C2=C(N(C1=O)CCS(=O)(=O)C)SC(=C2C)CN3CCNC3=O	CCN1C(=O)C2=C(N(C1=O)CCS(=O)(=O)C)SC(=C2C)CN3CCNC3=O
gen2-torsion	48	c1ccc2c(c1)CCCN2C(=O)C3(CC3)c4cccc(c4)Cl	c1ccc2c(c1)CCCN2C(=O)C3(CC3)c4cccc(c4)Cl
gen2-torsion	48	CC1=C(C=C(S1)Br)C2CC2	CC1=C(C=C(S1)Br)C2CC2
gen2-torsion	24	CC1=CC=C(S1)/C=N/Nc2c3c(ncn2)SC(=C3C)C	CC1=CC=C(S1)C=NNc2c3c(ncn2)SC(=C3C)C
gen2-torsion	24	CC(C)(C)OC(=O)[C@@]1(COC[C@H]1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O	CC(C)(C)OC(=O)C1(COCC1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O
gen2-torsion	24	COC(=O)c1cccc2c1OC(O2)(F)F	COC(=O)c1cccc2c1OC(O2)(F)F
gen2-torsion	48	c1cc(ccc1/N=N\C(C#N)C#N)I	c1cc(ccc1N=NC(C#N)C#N)I
gen2-torsion	48	CNC(=S)NN=C	CNC(=S)NN=C
gen2-torsion	24	C[C@@H](c1ccccc1)Oc2ccccc2	CC(c1ccccc1)Oc2ccccc2
gen2-torsion	15	C1CC(=O)N(C1=O)Br	C1CC(=O)N(C1=O)Br
gen2-torsion	12	CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1	CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1
gen2-torsion	9	c1ccc2c(c1)C(=CN2Cc3cccc(c3)Cl)CO	c1ccc2c(c1)C(=CN2Cc3cccc(c3)Cl)CO
gen2-torsion	24	CC1=C/C(=N\OC(=O)c2ccccc2F)/CC(C1)(C)C	CC1=CC(=NOC(=O)c2ccccc2F)CC(C1)(C)C
gen2-torsion	24	CC[O+]=C(N)N	CC[O+]=C(N)N
gen2-torsion	9	CCC1=C(Sc2c1cc(cc2)O)c3ccc(cc3)O	CCC1=C(Sc2c1cc(cc2)O)c3ccc(cc3)O
gen2-torsion	24	C1CC2(C[N@](C1)CC3=NC(=NO3)C4CC4)OCCO2	C1CC2(CN(C1)CC3=NC(=NO3)C4CC4)OCCO2
gen2-torsion	48	c1cc(c(c(c1)C(=O)O)F)C#N	c1cc(c(c(c1)C(=O)O)F)C#N
gen2-torsion	13	CCN(CC)c1c2ccccc2nc(n1)N3CCC(CC3)CN	CCN(CC)c1c2ccccc2nc(n1)N3CCC(CC3)CN
gen2-torsion	24	CCN(CC)/N=N\c1cccc(c1)NC(=O)C	CCN(CC)N=Nc1cccc(c1)NC(=O)C
gen2-torsion	48	c1ccc(cc1)S(=O)(=O)N(F)S(=O)(=O)c2ccccc2	c1ccc(cc1)S(=O)(=O)N(F)S(=O)(=O)c2ccccc2
gen2-torsion	24	CCS(=O)(=O)c1ccccc1	CCS(=O)(=O)c1ccccc1
gen2-torsion	24	CCC1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)CC	CCC1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)CC
gen2-torsion	24	CC(C)(C)NS(=O)(=O)C1=CN(N=C1)C	CC(C)(C)NS(=O)(=O)C1=CN(N=C1)C
gen2-torsion	24	CC[N@]1CCCCS1(=O)=O	CCN1CCCCS1(=O)=O
gen2-torsion	24	C[C@H](CO)O	CC(CO)O
gen2-torsion	48	CNC(=O)[C@H](CCSC)N	CNC(=O)C(CCSC)N
gen2-torsion	24	CC(=O)Oc1ccccc1	CC(=O)Oc1ccccc1
gen2-torsion	24	C1CCC(C1)C[N@]2CC[C@]23CCCNC3	C1CCC(C1)CN2CCC23CCCNC3
gen2-torsion	24	CN1CCN(CC1)C2(CC2)C(=O)O	CN1CCN(CC1)C2(CC2)C(=O)O
gen2-torsion	14	c1cnc(nc1)C2=NC=CO2	c1cnc(nc1)C2=NC=CO2
gen2-torsion	48	CC1=C(SC2=C1C(=O)N(C(=O)N2CCC(F)(F)F)CC(C)(C)F)CN3CCNC3=O	CC1=C(SC2=C1C(=O)N(C(=O)N2CCC(F)(F)F)CC(C)(C)F)CN3CCNC3=O
gen2-torsion	24	c1cc2c(cc1C(=O)CCCl)NC(=O)N2	c1cc2c(cc1C(=O)CCCl)NC(=O)N2
gen2-torsion	48	C[C@H]1CN(C[C@@]1(C(C)C)O)C(=O)C(C)(C)N	CC1CN(CC1(C(C)C)O)C(=O)C(C)(C)N
gen2-torsion	11	CC[C@H]1C[C@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	48	CC[C@@H]1C[C@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	13	CC[C@@H]1C[C@@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	15	CN1CCN(CC1)c2c3c(ncn2)N(C=C3)C	CN1CCN(CC1)c2c3c(ncn2)N(C=C3)C
gen2-torsion	24	CC(=O)C1=CC=CS1	CC(=O)C1=CC=CS1
gen2-torsion	24	C1CNCC=C1OS(=O)(=O)C(F)(F)F	C1CNCC=C1OS(=O)(=O)C(F)(F)F
gen2-torsion	26	CN1C=N/C(=C\C2=CC=CO2)/C1=O	CN1C=NC(=CC2=CC=CO2)C1=O
gen2-torsion	24	CC(=O)OO	CC(=O)OO
gen2-torsion	24	c1ccnc(c1)/C=N\N=C\2/C=CNC(=O)N2	c1ccnc(c1)C=NN=C2C=CNC(=O)N2
gen2-torsion	48	Cc1cccc(c1OCC(=O)NC)C	Cc1cccc(c1OCC(=O)NC)C
gen2-torsion	14	C[C@H](C1=C(C=[S@@](=O)(N=C1)C)O)O	CC(C1=C(C=S(=O)(N=C1)C)O)O
gen2-torsion	48	CC1([C@H]2[C@H]1CCC2)O	CC1(C2C1CCC2)O
gen2-torsion	7	CC(C)C1=NC=CS1	CC(C)C1=NC=CS1
gen2-torsion	24	CC(=C)C1(CC1)CON	CC(=C)C1(CC1)CON
gen2-torsion	24	COC(=O)CC1=CS/C(=N\S(=O)(=O)C)/N1	COC(=O)CC1=CSC(=NS(=O)(=O)C)N1
gen2-torsion	24	c1ccc(cc1)CN2C=C(c3c2cccc3)CCN	c1ccc(cc1)CN2C=C(c3c2cccc3)CCN
gen2-torsion	24	C[C@H](c1ccccc1)NC2=NCCO2	CC(c1ccccc1)NC2=NCCO2
gen2-torsion	24	CS(=O)(=O)Nc1ccccc1	CS(=O)(=O)Nc1ccccc1
gen2-torsion	14	C1=C(SN=N1)CNN	C1=C(SN=N1)CNN
gen2-torsion	24	CO/N=C\C(=C\c1ccc(cc1)Cl)\C#N	CON=CC(=Cc1ccc(cc1)Cl)C#N
gen2-torsion	24	C[C@H]([C@H](c1ccccc1)Oc2ccc3c(c2)C=NN3C(C)C)NS(=O)(=O)C4CC4	CC(C)N1c2ccc(cc2C=N1)OC(c3ccccc3)C(C)NS(=O)(=O)C4CC4
gen2-torsion	13	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CC=C(C)C)CO	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CC=C(C)C)CO
gen2-torsion	24	CC(C)[C@@H](C(=O)NC)N	CC(C)C(C(=O)NC)N
gen2-torsion	9	CS(=O)(=O)c1ccc2c(c1)NC(=C2)C(=O)O	CS(=O)(=O)c1ccc2c(c1)NC(=C2)C(=O)O
gen2-torsion	48	C1CN(CC[NH2+]1)CC2=CC=CNC2=O	C1CN(CC[NH2+]1)CC2=CC=CNC2=O
gen2-torsion	48	CN(C)C[C@H](COC)O	CN(C)CC(COC)O
gen2-torsion	11	COc1cccc2c1nc(c(c2)Br)Cl	COc1cccc2c1nc(c(c2)Br)Cl
gen2-torsion	48	CC1=C(N(N=C1)C)N2CCN(CC2)C	CC1=C(N(N=C1)C)N2CCN(CC2)C
gen2-torsion	24	COCN1C=NC(=C1c2ccc(cc2)OC)c3ccc(cc3)OC	COCN1C=NC(=C1c2ccc(cc2)OC)c3ccc(cc3)OC
gen2-torsion	24	CC1=CC=C(O1)/C(=N/O)/N	CC1=CC=C(O1)C(=NO)N
gen2-torsion	48	C[C@@H]1C[N@](S(=O)(=O)C1)NC	CC1CN(S(=O)(=O)C1)NC
gen2-torsion	24	c1cc(c(c(c1)Cl)OCCNC2CC2)Cl	c1cc(c(c(c1)Cl)OCCNC2CC2)Cl
gen2-torsion	24	CNC(=O)c1c(cccc1OC)O	CNC(=O)c1c(cccc1OC)O
gen2-torsion	24	CC(C)c1cc(ncn1)C=S(=O)(C)C	CC(C)c1cc(ncn1)C=S(=O)(C)C
gen2-torsion	48	C[S@@](=N)(=O)NC1CC1	CS(=N)(=O)NC1CC1
gen2-torsion	48	CCS(=O)(=O)N(C)C	CCS(=O)(=O)N(C)C
gen2-torsion	24	CC1=NNC(=C1CC(=O)O)C2=CC=CS2	CC1=NNC(=C1CC(=O)O)C2=CC=CS2
gen2-torsion	48	c1nc(c(c(n1)O)Br)C2CC2	c1nc(c(c(n1)O)Br)C2CC2
gen2-torsion	10	COc1cc2c(cc1Nc3c4c(ncn3)SC5=C4CC[N@@](C5)CCCN6CCNC6=O)C=NN2	COc1cc2c(cc1Nc3c4c(ncn3)SC5=C4CCN(C5)CCCN6CCNC6=O)C=NN2
gen2-torsion	24	CC[C@H](C)[C@@H]1[C@H](OC1=O)C(=O)NCc2ccc(cc2)C(C)(C)C	CCC(C)C1C(OC1=O)C(=O)NCc2ccc(cc2)C(C)(C)C
gen2-torsion	10	c1cc[n+](cc1)CC(=O)c2ccc3c(c2)CC(=O)N3	c1cc[n+](cc1)CC(=O)c2ccc3c(c2)CC(=O)N3
gen2-torsion	11	CC(C)[N@](C)c1ccncn1	CC(C)N(C)c1ccncn1
gen2-torsion	24	CN1CCC[C@@]2(C1=O)CCN(C2)C(=O)CSC	CN1CCCC2(C1=O)CCN(C2)C(=O)CSC
gen2-torsion	24	C[N@@]1CCN(Cc2c1nccc2)C(=O)NC3CC3	CN1CCN(Cc2c1nccc2)C(=O)NC3CC3
gen2-torsion	24	C/C(=C\[C@H]1c2cccc3c2C(=CN3)C[C@H]1NC)/CO	CC(=CC1c2cccc3c2C(=CN3)CC1NC)CO
gen2-torsion	48	C[C@@]1(CC(=O)N1)C2=NC=CS2	CC1(CC(=O)N1)C2=NC=CS2
gen2-torsion	48	CN(C)/C=C\C(=O)c1cnccn1	CN(C)C=CC(=O)c1cnccn1
gen2-torsion	24	CCCCCc1c(c(c(nc1C(C)C)C(C)C)CO)c2ccc(c(c2)[C@@H](C)O)F	CCCCCc1c(c(c(nc1C(C)C)C(C)C)CO)c2ccc(c(c2)C(C)O)F
gen2-torsion	24	CN1C(=O)C=CC=C1[C@H]2CCCO2	CN1C(=O)C=CC=C1C2CCCO2
gen2-torsion	24	CN1c2cc(ccc2N=N1)CN3C=CN=C3	CN1c2cc(ccc2N=N1)CN3C=CN=C3
gen2-torsion	24	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CCCF)CO	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CCCF)CO
gen2-torsion	24	C[C@]12CCCC[C@@H]1[C@@H]3CCc4cc(c(cc4[C@H]3CC2)OC)OS(=O)(=O)N	CC12CCCCC1C3CCc4cc(c(cc4C3CC2)OC)OS(=O)(=O)N
gen2-torsion	24	c1cc2c(cc1F)OCC(=C2)CO	c1cc2c(cc1F)OCC(=C2)CO
gen2-torsion	11	Cc1cncnc1Oc2ccccc2F	Cc1cncnc1Oc2ccccc2F
gen2-torsion	24	C1CC1N2CCN(CC2)C3(CC3)C(=O)O	C1CC1N2CCN(CC2)C3(CC3)C(=O)O
gen2-torsion	24	c1cc(ccc1C[C@@H](C(=O)O)N)OCCF	c1cc(ccc1CC(C(=O)O)N)OCCF
gen2-torsion	24	c1cc(ccc1C[C@@H](C(=O)O)N)OCCF	c1cc(ccc1CC(C(=O)O)N)OCCF
gen2-torsion	24	Cc1cc(cc(c1Cc2ccc(c(c2)Cc3ccc(cc3)F)O)C)NC(=O)C(=O)O	Cc1cc(cc(c1Cc2ccc(c(c2)Cc3ccc(cc3)F)O)C)NC(=O)C(=O)O
gen2-torsion	24	c1c(c(c(c(c1F)F)F)F)C(=O)C2CC2	c1c(c(c(c(c1F)F)F)F)C(=O)C2CC2
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)Nc2ccc3c(c2)C4(CCC4)CC(=O)N3CC5CC5	Cc1ccc(cc1)S(=O)(=O)Nc2ccc3c(c2)C4(CCC4)CC(=O)N3CC5CC5
gen2-torsion	24	C(CNC1C(C(C(C(C1O)NCCC#N)O)NCCC#N)O)C#N	C(CNC1C(C(C(C(C1O)NCCC#N)O)NCCC#N)O)C#N
gen2-torsion	48	C[N+](C)(C)/C=C\CO	C[N+](C)(C)C=CCO
gen2-torsion	24	Cc1cc(cc2c1NC(=C2)CNC)Br	Cc1cc(cc2c1NC(=C2)CNC)Br
gen2-torsion	24	CC(C)C1=NC=CN1	CC(C)C1=NC=CN1
gen2-torsion	24	CC(=O)N[C@H](CO)[C@H](c1ccccc1)O	CC(=O)NC(CO)C(c1ccccc1)O
gen2-torsion	7	CC1=C(N=C(O1)c2cccc(c2)C3=C(ON=C3C)C)CCOc4ccc5c(c4)CC[C@@H]5CC(=O)O	CC1=C(N=C(O1)c2cccc(c2)C3=C(ON=C3C)C)CCOc4ccc5c(c4)CCC5CC(=O)O
gen2-torsion	7	Cc1ccccc1C2=NN=N[N-]2	Cc1ccccc1C2=NN=N[N-]2
gen2-torsion	24	CC(=O)NC1(CC1)C2=NC=CN2	CC(=O)NC1(CC1)C2=NC=CN2
gen2-torsion	24	C[S@](=N)(=O)NC1CC1	CS(=N)(=O)NC1CC1
gen2-torsion	24	c1cc(ccc1c2ccc(cc2)OSOc3ccc(cc3)Cl)OSOc4ccc(cc4)Cl	c1cc(ccc1c2ccc(cc2)OSOc3ccc(cc3)Cl)OSOc4ccc(cc4)Cl
gen2-torsion	7	c1cc(c(c(c1C(=O)C2C(=O)CCCC2=O)Cl)OCCN3C=NN=N3)Cl	c1cc(c(c(c1C(=O)C2C(=O)CCCC2=O)Cl)OCCN3C=NN=N3)Cl
gen2-torsion	24	CCN(C)C(=O)C	CCN(C)C(=O)C
gen2-torsion	7	C1C2CC3CC1CC(C2)C3=NOC(=O)C4=CC=CO4	C1C2CC3CC1CC(C2)C3=NOC(=O)C4=CC=CO4
gen2-torsion	22	Cc1ccnnc1[N@]2CCC[C@H]2C	Cc1ccnnc1N2CCCC2C
gen2-torsion	48	C[C@H](c1ccccc1)S(=O)(=O)C	CC(c1ccccc1)S(=O)(=O)C
gen2-torsion	24	C=CCSSCC=C	C=CCSSCC=C
gen2-torsion	15	c1ccc(cc1)/C=C\S(=O)(=O)c2ccc(c(c2)Cl)Cl	c1ccc(cc1)C=CS(=O)(=O)c2ccc(c(c2)Cl)Cl
gen2-torsion	17	CC1=CC(=O)N2C(=C(C(=O)N2)/N=N/c3cccc(c3)Cl)N1	CC1=CC(=O)N2C(=C(C(=O)N2)N=Nc3cccc(c3)Cl)N1
gen2-torsion	24	c1cc(cc(c1)Cl)C2(CC2)C(=O)Nc3ccc(c(c3)C4=NNN=N4)c5cc6c(nc5)C=CO6	c1cc(cc(c1)Cl)C2(CC2)C(=O)Nc3ccc(c(c3)C4=NNN=N4)c5cc6c(nc5)C=CO6
gen2-torsion	24	Cc1cccc(c1C(=O)OC)O	Cc1cccc(c1C(=O)OC)O
gen2-torsion	24	c1ccc(cc1)CCF	c1ccc(cc1)CCF
gen2-torsion	24	CCNC(=O)[C@H]1CCC[N@@]1C	CCNC(=O)C1CCCN1C
gen2-torsion	24	CC[C@@]12CC[C@H]([C@@]1([C@@H]2C)C(=O)O)Oc3nc(cc(n3)OC)OC	CCC12CCC(C1(C2C)C(=O)O)Oc3nc(cc(n3)OC)OC
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)/N=C\2/NC(=O)CS2	Cc1ccc(cc1)S(=O)(=O)N=C2NC(=O)CS2
gen2-torsion	48	CC[C@@H]1C[C@@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	48	C1=CNC(=NC1=O)/C=C\C2=CC(=CS2)C#N	C1=CNC(=NC1=O)C=CC2=CC(=CS2)C#N
gen2-torsion	24	CO/C=[O+]\C	COC=[O+]C
gen2-torsion	24	Cc1ccc(cc1)CC(C)(C)C(CN2C=NC=N2)(CN3C=NC=N3)O	Cc1ccc(cc1)CC(C)(C)C(CN2C=NC=N2)(CN3C=NC=N3)O
gen2-torsion	14	C1CC(=C(C1)N2C=CN=C2)N3C=CN=C3	C1CC(=C(C1)N2C=CN=C2)N3C=CN=C3
gen2-torsion	24	C=CCc1ccc(cc1C(F)(F)F)F	C=CCc1ccc(cc1C(F)(F)F)F
gen2-torsion	24	COc1cc(ncc1[N+](=O)[O-])OC	COc1cc(ncc1[N+](=O)[O-])OC
gen2-torsion	48	CC(=O)N[P@](=O)(OC)SC	CC(=O)NP(=O)(OC)SC
gen2-torsion	24	CC1=C(C=C(S1)CNC(C)C)Br	CC1=C(C=C(S1)CNC(C)C)Br
gen2-torsion	17	c1ccc2c(c1)[C@@H](CCO2)Nc3ccccn3	c1ccc2c(c1)C(CCO2)Nc3ccccn3
gen2-torsion	24	C(C(=S)N)N	C(C(=S)N)N
gen2-torsion	24	c1cc2c(cc1Cl)c(ccn2)NCCO	c1cc2c(cc1Cl)c(ccn2)NCCO
gen2-torsion	12	CC1([C@@H]([C@H]1C(=O)O)c2ccc(cc2)OC)C	CC1(C(C1C(=O)O)c2ccc(cc2)OC)C
gen2-torsion	11	c1ccc2c(c1)N=C(S2)N/N=C/C3=CC=C(O3)Br	c1ccc2c(c1)N=C(S2)NN=CC3=CC=C(O3)Br
gen2-torsion	24	CCCN(CCC)CCc1ccc(c(c1)O)NS(=O)(=O)C(F)(F)F	CCCN(CCC)CCc1ccc(c(c1)O)NS(=O)(=O)C(F)(F)F
gen2-torsion	24	c1c(cnc(n1)C2(CC2)C(=O)N)Br	c1c(cnc(n1)C2(CC2)C(=O)N)Br
gen2-torsion	11	C1C2CC3CC1CC(C2)C3=NOC(=O)C4=CC=CO4	C1C2CC3CC1CC(C2)C3=NOC(=O)C4=CC=CO4
gen2-torsion	13	C/C(=C\[C@H]1c2cccc3c2C(=CN3)C[C@H]1NC)/CO	CC(=CC1c2cccc3c2C(=CN3)CC1NC)CO
gen2-torsion	13	CO/N=C/C(=C\c1ccc(cc1)F)/C#N	CON=CC(=Cc1ccc(cc1)F)C#N
gen2-torsion	48	c1ccc(cc1)/N=N/c2ccccn2	c1ccc(cc1)N=Nc2ccccn2
gen2-torsion	24	C[N+](C)(C)C=C	C[N+](C)(C)C=C
gen2-torsion	24	c1ccc(cc1)[C@@](CN2C=NC=N2)(C3(CC3)N4C=NC(=N4)Cl)O	c1ccc(cc1)C(CN2C=NC=N2)(C3(CC3)N4C=NC(=N4)Cl)O
gen2-torsion	24	CC(C)c1c(c(ncn1)O)Br	CC(C)c1c(c(ncn1)O)Br
gen2-torsion	24	CCC1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)CC	CCC1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)CC
gen2-torsion	24	c1ccc(cc1)C2(CC2)C(=O)CN3C=NC=C3C#N	c1ccc(cc1)C2(CC2)C(=O)CN3C=NC=C3C#N
gen2-torsion	48	[C@](C(F)(F)Br)(F)(Cl)Br	C(C(F)(Cl)Br)(F)(F)Br
gen2-torsion	48	c1ccc(cc1)N\2C(=O)CS/C2=N\S(=O)(=O)c3ccccc3	c1ccc(cc1)N2C(=O)CSC2=NS(=O)(=O)c3ccccc3
gen2-torsion	48	CN(C)[C@H](c1ccccc1)c2ccccn2	CN(C)C(c1ccccc1)c2ccccn2
gen2-torsion	24	CN(C)C[C@@H](c1ccccc1)N(C)C	CN(C)CC(c1ccccc1)N(C)C
gen2-torsion	24	c1ccc2c(c1)C(=CN2CCC(=O)O)CCNS(=O)(=O)c3ccc(cc3)F	c1ccc2c(c1)C(=CN2CCC(=O)O)CCNS(=O)(=O)c3ccc(cc3)F
gen2-torsion	24	CN1C=CC=C1C(=S)N=P(N(C)C)(N(C)C)N(C)C	CN1C=CC=C1C(=S)N=P(N(C)C)(N(C)C)N(C)C
gen2-torsion	24	CCN1C(=O)C2=C(N(C1=O)CCS(=O)(=O)C)SC(=C2C)CNCCN	CCN1C(=O)C2=C(N(C1=O)CCS(=O)(=O)C)SC(=C2C)CNCCN
gen2-torsion	24	c1cc(ccc1CO)c2ccc3c(c2)C=C(O3)C(=O)N[C@@H]4CN5CCC4CC5	c1cc(ccc1CO)c2ccc3c(c2)C=C(O3)C(=O)NC4CN5CCC4CC5
gen2-torsion	48	c1ccc2c(c1)CCC[N@@]2S(=O)(=O)c3ccc(c(c3)C(F)(F)F)Cl	c1ccc2c(c1)CCCN2S(=O)(=O)c3ccc(c(c3)C(F)(F)F)Cl
gen2-torsion	24	Cc1nc2cc(c(cc2c(n1)N[C@H](C)c3ccc(cc3)C4CC4)OC)OC	Cc1nc2cc(c(cc2c(n1)NC(C)c3ccc(cc3)C4CC4)OC)OC
gen2-torsion	9	c1cc(ccc1C(=O)[C@H]2CC[C@@H]([C@H]2C(=O)O)CN3C(=O)c4cc(ccc4N=N3)C(F)(F)F)OCC5CCCC5	c1cc(ccc1C(=O)C2CCC(C2C(=O)O)CN3C(=O)c4cc(ccc4N=N3)C(F)(F)F)OCC5CCCC5
gen2-torsion	24	COCCCc1ccc(cc1C(=O)O)c2cc(c(c(c2)OC)OC)OC	COCCCc1ccc(cc1C(=O)O)c2cc(c(c(c2)OC)OC)OC
gen2-torsion	48	CC(C)C1=NC=CS1	CC(C)C1=NC=CS1
gen2-torsion	24	CNC(=S)NN=C	CNC(=S)NN=C
