DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
gen2-torsion	24	c1cc(c(cc1Br)[N+](=O)[O-])CCO	c1cc(c(cc1Br)[N+](=O)[O-])CCO
gen2-torsion	24	CN1C(=C(C(=N1)C(F)F)C(=O)N[C@@H]2CCCC[C@@H]2[C@@H]3C[C@@H]3C4CC4)F	CN1C(=C(C(=N1)C(F)F)C(=O)NC2CCCCC2C3CC3C4CC4)F
gen2-torsion	48	CC(=O)N[C@H](CO)[C@H](c1ccccc1)O	CC(=O)NC(CO)C(c1ccccc1)O
gen2-torsion	7	CC1=NOC(=C1CC(=O)O)C2=CC=CS2	CC1=NOC(=C1CC(=O)O)C2=CC=CS2
gen2-torsion	24	C[C@H]1C[C@@H]1N2C(=O)C3=C(N(C2=O)CC(F)(F)F)SC=C3C	CC1CC1N2C(=O)C3=C(N(C2=O)CC(F)(F)F)SC=C3C
gen2-torsion	24	c1cc(cc(c1)OC(C(F)F)(F)F)N	c1cc(cc(c1)OC(C(F)F)(F)F)N
gen2-torsion	24	C[N@@](c1ccccc1)S(=O)(=O)C	CN(c1ccccc1)S(=O)(=O)C
gen2-torsion	13	CCCCCc1c(nc(c(c1c2ccc(cc2)F)CO)C(C)C)C=C(C)C	CCCCCc1c(nc(c(c1c2ccc(cc2)F)CO)C(C)C)C=C(C)C
gen2-torsion	9	c1cnc(cc1Cl)[S@](=O)O	c1cnc(cc1Cl)S(=O)O
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)N2CC3(C2)CN(C3)C(C)C	Cc1ccc(cc1)S(=O)(=O)N2CC3(C2)CN(C3)C(C)C
gen2-torsion	24	c1cc(c(cc1F)OCC2OCCO2)F	c1cc(c(cc1F)OCC2OCCO2)F
gen2-torsion	12	C/C=C(/C[C@@](CO)(C(F)(F)F)O)\c1ccc(cc1OC)C(C)C	CC=C(CC(CO)(C(F)(F)F)O)c1ccc(cc1OC)C(C)C
gen2-torsion	48	c1ccc(cc1)Cc2ccccc2	c1ccc(cc1)Cc2ccccc2
gen2-torsion	24	Cc1cc(cc(c1Cc2ccc(c(c2)Cc3ccc(cc3)F)O)C)NC(=O)C(=O)O	Cc1cc(cc(c1Cc2ccc(c(c2)Cc3ccc(cc3)F)O)C)NC(=O)C(=O)O
gen2-torsion	24	c1ccc(cc1)C2=NOC3(C2=O)CCCCC3	c1ccc(cc1)C2=NOC3(C2=O)CCCCC3
gen2-torsion	24	CC1=Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)[N@@](C)S(=O)(=O)C)OC)OC	CC1=Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)N(C)S(=O)(=O)C)OC)OC
gen2-torsion	24	COc1ccc(cc1)[C@]23[C@H](C[C@@H]([C@@]2(c4c(cc(cc4OC)OC)O3)O)O)c5ccccc5	COc1ccc(cc1)C23C(CC(C2(c4c(cc(cc4OC)OC)O3)O)O)c5ccccc5
gen2-torsion	28	Cc1ccccc1C2=NN=N[N-]2	Cc1ccccc1C2=NN=N[N-]2
gen2-torsion	24	CCCSSCC	CCCSSCC
gen2-torsion	24	CS(=O)(=O)Cc1ccccc1	CS(=O)(=O)Cc1ccccc1
gen2-torsion	48	Cc1cccc(c1N(C(=O)COC)N2CCOC2=O)C	Cc1cccc(c1N(C(=O)COC)N2CCOC2=O)C
gen2-torsion	14	c1cc(c(c(c1)F)/C=N/N2C=NN=C2)F	c1cc(c(c(c1)F)C=NN2C=NN=C2)F
gen2-torsion	24	CC[C@H](CCl)Cl	CCC(CCl)Cl
gen2-torsion	24	CC(C)[N@](C)c1c(cncc1F)F	CC(C)N(C)c1c(cncc1F)F
gen2-torsion	24	Cc1cc(cc(c1O)C)S(=O)(=O)c2cc(c(c(c2)C)O)C	Cc1cc(cc(c1O)C)S(=O)(=O)c2cc(c(c(c2)C)O)C
gen2-torsion	48	c1cc(c(c(c1)F)OC(Cl)(Cl)Cl)[N+](=O)[O-]	c1cc(c(c(c1)F)OC(Cl)(Cl)Cl)[N+](=O)[O-]
gen2-torsion	24	C[C@H](C1=CC=CN1)N	CC(C1=CC=CN1)N
gen2-torsion	24	CN1CCN(CC1)c2c(cncn2)C(=O)OC	CN1CCN(CC1)c2c(cncn2)C(=O)OC
gen2-torsion	48	c1ccc(cc1)CN=[N+]=[N-]	c1ccc(cc1)CN=[N+]=[N-]
gen2-torsion	24	c1cnc(nc1)C2=NC=CO2	c1cnc(nc1)C2=NC=CO2
gen2-torsion	11	CCCS(=O)(=O)Nc1ccc(cc1)C2=NC(=C(O2)C)CCOc3ccc4c(c3)CC[C@@H]4CC(=O)O	CCCS(=O)(=O)Nc1ccc(cc1)C2=NC(=C(O2)C)CCOc3ccc4c(c3)CCC4CC(=O)O
gen2-torsion	24	C1=CSC(=C1)CNO	C1=CSC(=C1)CNO
gen2-torsion	24	c1ccc(c(c1)C2=CSC=N2)O	c1ccc(c(c1)C2=CSC=N2)O
gen2-torsion	24	CC[C@H]1C[C@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	48	CC(=O)Nc1ccccn1	CC(=O)Nc1ccccn1
gen2-torsion	24	COP(=O)(NC(=O)C(Cl)(Cl)Cl)OC	COP(=O)(NC(=O)C(Cl)(Cl)Cl)OC
gen2-torsion	24	Cc1ccc(cc1)S(=O)(=O)/N=N\C2CCSCC2	Cc1ccc(cc1)S(=O)(=O)N=NC2CCSCC2
gen2-torsion	24	C[C@H](CNC(=O)C)NC(=O)C	CC(CNC(=O)C)NC(=O)C
gen2-torsion	24	CCC(=O)OC(=O)C	CCC(=O)OC(=O)C
gen2-torsion	24	CCC1(CCC1)CCCS(=O)(=O)c2ccccc2	CCC1(CCC1)CCCS(=O)(=O)c2ccccc2
gen2-torsion	9	CCOc1ccccc1/C=C/2\C(=O)N=C(S2)S	CCOc1ccccc1C=C2C(=O)N=C(S2)S
gen2-torsion	11	c1ccnc(c1)OS(=O)(=O)c2ccc(cc2)F	c1ccnc(c1)OS(=O)(=O)c2ccc(cc2)F
gen2-torsion	24	CO/N=C/C(=C\c1ccc(cc1)F)/C#N	CON=CC(=Cc1ccc(cc1)F)C#N
gen2-torsion	13	CN(C)S(=O)(=O)C1=NC=CN1	CN(C)S(=O)(=O)C1=NC=CN1
gen2-torsion	48	c1ccnc(c1)OS(=O)(=O)c2ccc(cc2)F	c1ccnc(c1)OS(=O)(=O)c2ccc(cc2)F
gen2-torsion	24	CC(C)COC(=O)N\1c2ccccc2S/C1=N/C(=O)N(C)C	CC(C)COC(=O)N1c2ccccc2SC1=NC(=O)N(C)C
gen2-torsion	24	C(N)[P@@H](=O)O	C(N)P(=O)O
gen2-torsion	48	CN(C)C(=O)C1=CC=NN1c2ccccc2	CN(C)C(=O)C1=CC=NN1c2ccccc2
gen2-torsion	24	c1cc2c(cc1OC(F)(F)F)SC(=N2)Br	c1cc2c(cc1OC(F)(F)F)SC(=N2)Br
gen2-torsion	36	c1ccc2c(c1)CCCN2C(=O)CN3C=Cc4c3cccc4	c1ccc2c(c1)CCCN2C(=O)CN3C=Cc4c3cccc4
gen2-torsion	24	C1C[C@@H](C[C@H]1C(=O)O)O	C1CC(CC1C(=O)O)O
gen2-torsion	24	C1CO[C@H]2CNC[C@H]2N1C(=O)CC(F)(F)F	C1COC2CNCC2N1C(=O)CC(F)(F)F
gen2-torsion	24	c1cc(ccc1/N=N\C(C#N)C#N)I	c1cc(ccc1N=NC(C#N)C#N)I
gen2-torsion	24	CC(=O)Oc1ccccn1	CC(=O)Oc1ccccn1
gen2-torsion	24	C[C@@H](COC)NC(=O)C	CC(COC)NC(=O)C
gen2-torsion	24	COC[C@@]1(CCC2=C(C1)c3c(ncnc3Nc4ccc5c(c4)C=NN5)N2)OC	COCC1(CCC2=C(C1)c3c(ncnc3Nc4ccc5c(c4)C=NN5)N2)OC
gen2-torsion	24	C1CC1N2CCN(CC2)C3(CC3)C(=O)O	C1CC1N2CCN(CC2)C3(CC3)C(=O)O
gen2-torsion	13	c1ccc(cc1)OCC2=NCC=CN2	c1ccc(cc1)OCC2=NCC=CN2
gen2-torsion	24	CCO	CCO
gen2-torsion	24	c1ccc(cc1)C(=O)N2CCCCC2	c1ccc(cc1)C(=O)N2CCCCC2
gen2-torsion	13	C/C=C\1/c2ccc(cc2CCC=C1c3ccc(cc3)O)O	CC=C1c2ccc(cc2CCC=C1c3ccc(cc3)O)O
gen2-torsion	11	CN(C)/C=C\C(=O)c1cnccn1	CN(C)C=CC(=O)c1cnccn1
gen2-torsion	13	COc1ccc(cc1OC)C2=CC=c3ccccc3=[O+]2	COc1ccc(cc1OC)C2=CC=c3ccccc3=[O+]2
gen2-torsion	24	CCOc1cc(ccc1C#N)S(=O)(=O)Cl	CCOc1cc(ccc1C#N)S(=O)(=O)Cl
gen2-torsion	24	CCN1C(=O)C2=C(N(C1=O)CCC(F)(F)F)SC(=C2C)CN3CCOCC3=O	CCN1C(=O)C2=C(N(C1=O)CCC(F)(F)F)SC(=C2C)CN3CCOCC3=O
gen2-torsion	48	c1ccc2c(c1)CCCN2C(=O)C3(CC3)c4cccc(c4)Cl	c1ccc2c(c1)CCCN2C(=O)C3(CC3)c4cccc(c4)Cl
gen2-torsion	24	CC1=NOc2c1c(cc(n2)C3CC3)C(=O)/N=C\4/NN=CS4	CC1=NOc2c1c(cc(n2)C3CC3)C(=O)N=C4NN=CS4
gen2-torsion	24	CSc1ccc(cc1)N2C[C@H](OC2=O)CF	CSc1ccc(cc1)N2CC(OC2=O)CF
gen2-torsion	24	CC(C)N1CCC[C@@]2(C1=O)CC[N@@](C2)S(=O)(=O)c3ccc(cc3F)F	CC(C)N1CCCC2(C1=O)CCN(C2)S(=O)(=O)c3ccc(cc3F)F
gen2-torsion	24	COC(=O)CC1=CS/C(=N/S(=O)(=O)C)/N1	COC(=O)CC1=CSC(=NS(=O)(=O)C)N1
gen2-torsion	24	CCO	CCO
gen2-torsion	24	CNC(=O)NC1COC1	CNC(=O)NC1COC1
gen2-torsion	24	C[C@@H](C(=O)NC)NC(=O)C(C)C	CC(C)C(=O)NC(C)C(=O)NC
gen2-torsion	24	CNC(=O)C1COC1	CNC(=O)C1COC1
gen2-torsion	24	CNC(=O)CN1Cc2ccccc2C1	CNC(=O)CN1Cc2ccccc2C1
gen2-torsion	48	c1ccc2c(c1)CC=CN2c3ccccc3F	c1ccc2c(c1)CC=CN2c3ccccc3F
gen2-torsion	24	CC1=C(CCCc2c1ccc(c2)O)c3cccc(c3)O	CC1=C(CCCc2c1ccc(c2)O)c3cccc(c3)O
gen2-torsion	24	CCOP(=O)(N)OCC	CCOP(=O)(N)OCC
gen2-torsion	24	CC(C)(C)OC(=O)[C@@]1(COC[C@H]1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O	CC(C)(C)OC(=O)C1(COCC1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O
gen2-torsion	24	CCOCCOc1cc(c(cc1C#N)F)N2C(=O)[C@@H]3CCCCN3C2=O	CCOCCOc1cc(c(cc1C#N)F)N2C(=O)C3CCCCN3C2=O
gen2-torsion	24	CC1(CCC1)c2ccccc2	CC1(CCC1)c2ccccc2
gen2-torsion	24	CS(=O)(=O)Cc1ccccc1	CS(=O)(=O)Cc1ccccc1
gen2-torsion	24	C1C[C@H]2CC(C[C@@H]1C2=NO)C(=O)O	C1CC2CC(CC1C2=NO)C(=O)O
gen2-torsion	24	C1C[C@@H](NC1)CCCS(=O)(=O)CCC(F)(F)F	C1CC(NC1)CCCS(=O)(=O)CCC(F)(F)F
gen2-torsion	24	CCN(CC)/N=N\c1ccc(cc1)S(=O)(=O)N	CCN(CC)N=Nc1ccc(cc1)S(=O)(=O)N
gen2-torsion	24	c1ccc(cc1)S(=O)(=O)[N@@]2CCC=N2	c1ccc(cc1)S(=O)(=O)N2CCC=N2
gen2-torsion	24	CCOC(=O)C[N@@](CCO)Cc1ccccc1	CCOC(=O)CN(CCO)Cc1ccccc1
gen2-torsion	24	C[C@H]1C[C@@H]2CN(CC[C@H]2O1)C(=O)CS(=O)(=O)C	CC1CC2CN(CCC2O1)C(=O)CS(=O)(=O)C
gen2-torsion	24	CC(C)(C#N)/N=N/C(=O)N	CC(C)(C#N)N=NC(=O)N
gen2-torsion	9	CN1C=N/C(=C\C2=CC=CO2)/C1=O	CN1C=NC(=CC2=CC=CO2)C1=O
gen2-torsion	24	CC(c1ccccc1)c2ccccc2	CC(c1ccccc1)c2ccccc2
gen2-torsion	48	CNC(=O)[C@H](CCSC)N	CNC(=O)C(CCSC)N
gen2-torsion	24	CC(=O)O[C@H]1[C@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC	CC(=O)OC1C(Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC
gen2-torsion	24	C1CC1(C2=NOC=C2)C(=O)O	C1CC1(C2=NOC=C2)C(=O)O
gen2-torsion	48	CNCC(Cl)Cl	CNCC(Cl)Cl
gen2-torsion	24	c1ccc(cc1)O[C@H]2CCCC[C@@H]2O	c1ccc(cc1)OC2CCCCC2O
gen2-torsion	48	CC(C)C(=O)NNC=O	CC(C)C(=O)NNC=O
gen2-torsion	24	CC(C)(C(=O)N)Cl	CC(C)(C(=O)N)Cl
gen2-torsion	24	C(CBr)C1=NN=NN1	C(CBr)C1=NN=NN1
gen2-torsion	48	C[C@H]1C[C@H]2CN(CC[C@@H]2O1)C(=O)CC3=CC=CS3	CC1CC2CN(CCC2O1)C(=O)CC3=CC=CS3
gen2-torsion	24	c1cncc(c1C2=NOCCO2)S(=O)(=O)N	c1cncc(c1C2=NOCCO2)S(=O)(=O)N
gen2-torsion	24	c1ccc2c(c1)C(=NS(=O)(=O)O2)N	c1ccc2c(c1)C(=NS(=O)(=O)O2)N
gen2-torsion	24	Cc1cc(c(nc1C)[N@]2CC[C@]3(C2)CCCN(C3=O)CC4CC4)C#N	Cc1cc(c(nc1C)N2CCC3(C2)CCCN(C3=O)CC4CC4)C#N
gen2-torsion	24	CC(=O)c1ccccc1O	CC(=O)c1ccccc1O
gen2-torsion	24	C1C(CO1)(CO)O	C1C(CO1)(CO)O
gen2-torsion	11	CN1C=N/C(=C\C2=CC=CO2)/C1=O	CN1C=NC(=CC2=CC=CO2)C1=O
gen2-torsion	48	CC(=C)C1(CC1)CON	CC(=C)C1(CC1)CON
gen2-torsion	24	CCN1C(=O)C2=C(N(C1=O)CCSC(F)(F)F)SC(=C2C)CN3CCNC3=O	CCN1C(=O)C2=C(N(C1=O)CCSC(F)(F)F)SC(=C2C)CN3CCNC3=O
gen2-torsion	24	C[C@H](C(F)(F)F)Oc1cc(c(cc1C(=O)NC2(CC2)c3ccc(cc3)F)F)N4C(=O)N5CCCCC5=N4	CC(C(F)(F)F)Oc1cc(c(cc1C(=O)NC2(CC2)c3ccc(cc3)F)F)N4C(=O)N5CCCCC5=N4
gen2-torsion	24	CCOC(=O)C1(CCC2(CCCO2)CC1)O	CCOC(=O)C1(CCC2(CCCO2)CC1)O
gen2-torsion	24	CS(=O)(=O)CC(=O)c1cccc(c1)N	CS(=O)(=O)CC(=O)c1cccc(c1)N
gen2-torsion	24	CC(=O)Sc1cc(cc(c1)Cl)Cl	CC(=O)Sc1cc(cc(c1)Cl)Cl
gen2-torsion	24	C1C[C@@H](NC1)CCS(=O)(=O)CCCC(F)(F)F	C1CC(NC1)CCS(=O)(=O)CCCC(F)(F)F
gen2-torsion	24	C[C@H](C1=NC(=O)NN1)NC#N	CC(C1=NC(=O)NN1)NC#N
gen2-torsion	48	c1cc(c(c(c1)Cl)NC(=O)c2cccnc2)Cl	c1cc(c(c(c1)Cl)NC(=O)c2cccnc2)Cl
gen2-torsion	14	C1CC1(C2=NOC=C2)C(=O)O	C1CC1(C2=NOC=C2)C(=O)O
gen2-torsion	24	C[C@H]1CN(C[C@@]1(C(C)C)O)C(=O)C(C)(C)N	CC1CN(CC1(C(C)C)O)C(=O)C(C)(C)N
gen2-torsion	24	CC(C)[C@H](CO)Nc1c(cnc(n1)Nc2ccc(cc2)S(=O)(=O)NO)Br	CC(C)C(CO)Nc1c(cnc(n1)Nc2ccc(cc2)S(=O)(=O)NO)Br
gen2-torsion	24	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CC3(CC3)C)CN4CCNC4=O	CC1=C(SC2=C1C(=O)N(C(=O)N2CCOC)CC3(CC3)C)CN4CCNC4=O
gen2-torsion	48	CS(=O)(=O)c1ccc(c(c1OCCN2N=CN=N2)Cl)C(=O)C3C(=O)CCCC3=O	CS(=O)(=O)c1ccc(c(c1OCCN2N=CN=N2)Cl)C(=O)C3C(=O)CCCC3=O
gen2-torsion	48	C1=CNC(=C1)[C@H](C(F)F)N	C1=CNC(=C1)C(C(F)F)N
gen2-torsion	24	COc1ccc2c(c1)CCCC(=C2CCCCCO)c3ccc(cc3)S(=O)(=O)C	COc1ccc2c(c1)CCCC(=C2CCCCCO)c3ccc(cc3)S(=O)(=O)C
gen2-torsion	24	CC1=C(N(N=C1)C)N2CCCCC2	CC1=C(N(N=C1)C)N2CCCCC2
gen2-torsion	24	COCN1C=NC(=C1c2ccc(cc2)OC)c3ccc(cc3)OC	COCN1C=NC(=C1c2ccc(cc2)OC)c3ccc(cc3)OC
gen2-torsion	48	C1[C@H](O1)CCCF	C1C(O1)CCCF
gen2-torsion	24	C[C@@H]1C[C@@H]2CN(CC[C@H]2O1)C(=O)COC	CC1CC2CN(CCC2O1)C(=O)COC
gen2-torsion	24	CNC(=O)C1=NC=CN1	CNC(=O)C1=NC=CN1
gen2-torsion	24	CC(C)(COc1cccc(c1)O)O	CC(C)(COc1cccc(c1)O)O
gen2-torsion	24	Cc1c(c(ccc1C(=O)OC)Br)C	Cc1c(c(ccc1C(=O)OC)Br)C
gen2-torsion	24	CC1(Cc2cccc(c2O1)OC(=O)N(C)C(=O)OCCN3CCCCC3)C	CC1(Cc2cccc(c2O1)OC(=O)N(C)C(=O)OCCN3CCCCC3)C
gen2-torsion	24	CNS(=O)(=O)c1ccccc1	CNS(=O)(=O)c1ccccc1
gen2-torsion	24	CCOCCN1C(=O)C2=C(N(C1=O)CCCF)SC(=C2C)CN3CCNC3=O	CCOCCN1C(=O)C2=C(N(C1=O)CCCF)SC(=C2C)CN3CCNC3=O
gen2-torsion	24	CCCCc1cc2ccccc2c(n1)O	CCCCc1cc2ccccc2c(n1)O
gen2-torsion	24	CC1=Nc2cc(c(cc2N(C1=O)C(C)C)N3C(=O)N(N(C3=O)C(F)F)C)F	CC1=Nc2cc(c(cc2N(C1=O)C(C)C)N3C(=O)N(N(C3=O)C(F)F)C)F
gen2-torsion	11	c1cc(ccc1C[C@@H](C(=O)O)N)OCCF	c1cc(ccc1CC(C(=O)O)N)OCCF
gen2-torsion	24	c1cc(ccc1C[C@@H](C(=O)O)N)OCCF	c1cc(ccc1CC(C(=O)O)N)OCCF
gen2-torsion	11	CC[C@@H]1C[C@]1(c2ccc(nn2)OC)N	CCC1CC1(c2ccc(nn2)OC)N
gen2-torsion	10	c1ccc(c(c1)c2ccccn2)C3=NC=CO3	c1ccc(c(c1)c2ccccn2)C3=NC=CO3
gen2-torsion	24	CC(C)N1C(=CC(=N1)CS(=O)(=O)C)OC(=O)N(C)C	CC(C)N1C(=CC(=N1)CS(=O)(=O)C)OC(=O)N(C)C
gen2-torsion	48	C[N@@](c1ccccc1)S(=O)(=O)C	CN(c1ccccc1)S(=O)(=O)C
gen2-torsion	26	C[C@@]1(CC(=O)N1)C2=NC=CS2	CC1(CC(=O)N1)C2=NC=CS2
gen2-torsion	24	CN(C)C(=O)C1(CC1)c2ccccc2	CN(C)C(=O)C1(CC1)c2ccccc2
gen2-torsion	48	CCO	CCO
gen2-torsion	24	C[N+]1=CN(C=C1)S(=O)(=O)N2C=CN=C2	C[N+]1=CN(C=C1)S(=O)(=O)N2C=CN=C2
gen2-torsion	11	CN1C2=C(N=C1N/N=C/c3ccc(cc3O)O)N(C(=O)N=C2O)C	CN1C2=C(N=C1NN=Cc3ccc(cc3O)O)N(C(=O)N=C2O)C
gen2-torsion	24	c1c(cnc(n1)C2(CC2)CO)Br	c1c(cnc(n1)C2(CC2)CO)Br
gen2-torsion	14	CC1=CC=C(S1)/C=N/Nc2ccnc3c2ccc(c3)Cl	CC1=CC=C(S1)C=NNc2ccnc3c2ccc(c3)Cl
gen2-torsion	48	C1C=CC(C=C1)C2=CC=CNC2=O	C1C=CC(C=C1)C2=CC=CNC2=O
gen2-torsion	13	c1cc(cc(c1)NC2=NCCN2)C#N	c1cc(cc(c1)NC2=NCCN2)C#N
gen2-torsion	24	CC1=C(C(=NS(=O)(=O)N1)C)/N=N\c2ccc3c(c2)CCC(O3)(C)C	CC1=C(C(=NS(=O)(=O)N1)C)N=Nc2ccc3c(c2)CCC(O3)(C)C
gen2-torsion	10	C1=C(NNC1=O)CN	C1=C(NNC1=O)CN
gen2-torsion	48	Cc1ccc(cc1)S(=O)(=O)NC2=Nc3c(cccc3S2)C	Cc1ccc(cc1)S(=O)(=O)NC2=Nc3c(cccc3S2)C
gen2-torsion	13	C/C=C\C(C)C	CC=CC(C)C
gen2-torsion	24	c1ccc(cc1)P(=N)(c2ccccc2)c3ccccc3	c1ccc(cc1)P(=N)(c2ccccc2)c3ccccc3
gen2-torsion	24	C[N+](C)(C)/C=C\C(=O)c1ccc(cc1)Br	C[N+](C)(C)C=CC(=O)c1ccc(cc1)Br
gen2-torsion	11	Cc1cc(cc(c1O)C)c2ccc3c(c2)nc(cn3)N4CCN(CC4)C[C@@H]5CCC[N@](C5)C	Cc1cc(cc(c1O)C)c2ccc3c(c2)nc(cn3)N4CCN(CC4)CC5CCCN(C5)C
gen2-torsion	24	c1ccc(cc1)/[N+](=N/c2ccccc2C3CC3)/[O-]	c1ccc(cc1)[N+](=Nc2ccccc2C3CC3)[O-]
gen2-torsion	24	CC1(C[C@]1(C(=O)N)C(=O)O)C	CC1(CC1(C(=O)N)C(=O)O)C
gen2-torsion	24	c1ccc(cc1)CN(Cc2ccccc2)C[C@@H](COc3ccccc3)O	c1ccc(cc1)CN(Cc2ccccc2)CC(COc3ccccc3)O
gen2-torsion	7	Cc1ccccc1C2=NN=N[N-]2	Cc1ccccc1C2=NN=N[N-]2
gen2-torsion	48	c1cc(c(cc1Cl)Cl)OCN2C=C(C=N2)N	c1cc(c(cc1Cl)Cl)OCN2C=C(C=N2)N
gen2-torsion	24	CC(=O)NCC1=NC=CN1	CC(=O)NCC1=NC=CN1
gen2-torsion	24	CS(=O)(=O)Nc1ccccc1	CS(=O)(=O)Nc1ccccc1
gen2-torsion	24	Cc1ccccc1COc2ccccc2	Cc1ccccc1COc2ccccc2
gen2-torsion	24	c1cc(c(c(c1)F)CS(=O)(=O)C(F)(F)F)F	c1cc(c(c(c1)F)CS(=O)(=O)C(F)(F)F)F
gen2-torsion	24	CCC[NH+]1CCCC1	CCC[NH+]1CCCC1
gen2-torsion	24	CC(C)c1ccc2c(c1)C=C(N2)C(=O)O	CC(C)c1ccc2c(c1)C=C(N2)C(=O)O
gen2-torsion	22	c1c(cc(c(c1F)F)F)OC(Cl)(Cl)Cl	c1c(cc(c(c1F)F)F)OC(Cl)(Cl)Cl
