DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
gen2	229	C[C@@]1(O[C@@H](CS1)C[N@]2CCCC(C2)(C)C)C(C)(C)COc3ccc(cc3)Cl	CC1(CCCN(C1)CC2CSC(O2)(C)C(C)(C)COc3ccc(cc3)Cl)C
gen2	50	c1ccc(c(c1)/C(=N\O)/Cl)F	c1ccc(c(c1)C(=NO)Cl)F
gen2	87	c1ccc(cc1)SC2=NC(=NN2)[N+](=O)[O-]	c1ccc(cc1)SC2=NC(=NN2)[N+](=O)[O-]
gen2	430	CS(=O)(=O)c1ccc(c(c1OCCN2C=NN=N2)Cl)C(=O)C3C(=O)CCCC3=O	CS(=O)(=O)c1ccc(c(c1OCCN2C=NN=N2)Cl)C(=O)C3C(=O)CCCC3=O
gen2	320	c1cc2c(cc1CC(=O)C3CC3)OC(=C2)C(=O)N[C@@H]4C[NH+]5CCC4CC5	c1cc2c(cc1CC(=O)C3CC3)OC(=C2)C(=O)NC4C[NH+]5CCC4CC5
gen2	573	CC(C)(C)NS(=O)(=O)c1cc(ccc1C(=O)O)C2CC2	CC(C)(C)NS(=O)(=O)c1cc(ccc1C(=O)O)C2CC2
gen2	40	c1cnc(nc1)N2CC[NH2+]CC2	c1cnc(nc1)N2CC[NH2+]CC2
gen2	78	c1c(cnc(n1)C2(CC2)C(=O)O)Br	c1c(cnc(n1)C2(CC2)C(=O)O)Br
gen2	181	C[C@@H](C1=NNC(=O)N1)NC#N	CC(C1=NNC(=O)N1)NC#N
gen2	220	CC1(C=C(c2ccccc2O1)CN3CCN(CC3)c4ccccc4)C	CC1(C=C(c2ccccc2O1)CN3CCN(CC3)c4ccccc4)C
gen2	98	COc1c(cccc1N)C(=O)OC	COc1c(cccc1N)C(=O)OC
gen2	379	C[C@@H](Cc1ccc(cc1)OCCO)N	CC(Cc1ccc(cc1)OCCO)N
gen2	158	C1C[C@H](C2=C(C1)OC=C2)NC3=[NH+]CCO3	C1CC(C2=C(C1)OC=C2)NC3=[NH+]CCO3
gen2	497	c1cc(ccc1Sc2ccc(cc2C(=O)O)Cl)Cl	c1cc(ccc1Sc2ccc(cc2C(=O)O)Cl)Cl
gen2	36	C[C@@H]1Cc2cc(c(cc2C1=O)F)OC	CC1Cc2cc(c(cc2C1=O)F)OC
gen2	24	CC1=C2c3c(ccc(c3CC[C@@H]2C(=O)[O-])F)N1	CC1=C2c3c(ccc(c3CCC2C(=O)[O-])F)N1
gen2	87	CS(=O)(=O)Cc1ccccc1	CS(=O)(=O)Cc1ccccc1
gen2	31	C[C@@H]1C[N@@](S(=O)(=O)C1)NC	CC1CN(S(=O)(=O)C1)NC
gen2	285	CCC(=O)c1ccc(c(c1)OC2CCCC2)OC	CCC(=O)c1ccc(c(c1)OC2CCCC2)OC
gen2	10	c1cc2c(cc1O)S(=O)(=O)CO2	c1cc2c(cc1O)S(=O)(=O)CO2
gen2	242	c1ccc(cc1)OCCCCOc2ccc(cc2)C#CCO	c1ccc(cc1)OCCCCOc2ccc(cc2)C#CCO
gen2	118	CC(C)(C)OC(=O)N1C=Cc2c1c(ccc2)Br	CC(C)(C)OC(=O)N1C=Cc2c1c(ccc2)Br
gen2	611	c1cc(cc(c1)Br)/C(=N/O)/N	c1cc(cc(c1)Br)C(=NO)N
gen2	28	c1cc2c(cc1F)C=C3N2CCNC3	c1cc2c(cc1F)C=C3N2CCNC3
gen2	109	CC1=NN(C(=C1N)Cl)CC=C	CC1=NN(C(=C1N)Cl)CC=C
gen2	300	Cc1cc(nc2c1COC(=O)N2)c3c(cccc3OCC4CC4)O	Cc1cc(nc2c1COC(=O)N2)c3c(cccc3OCC4CC4)O
gen2	133	c1ccc2c(c1)CCC[C@@H]2NC3=[NH+]CCS3	c1ccc2c(c1)CCCC2NC3=[NH+]CCS3
gen2	210	C[C@@H](C1=CCCc2c1ccc(c2)OC)C(=O)O	CC(C1=CCCc2c1ccc(c2)OC)C(=O)O
gen2	12	C[S@](=O)c1ccccc1	CS(=O)c1ccccc1
gen2	9	CC(C)c1c(c(c2c(n1)CC3(CCC3)C[C@@H]2O)C4CCCC4)[C@@H](c5ccc(cc5)C(F)(F)F)F	CC(C)c1c(c(c2c(n1)CC3(CCC3)CC2O)C4CCCC4)C(c5ccc(cc5)C(F)(F)F)F
gen2	47	c1ccc2c(c1)c(ccc2O)[C@H]3CCN3	c1ccc2c(c1)c(ccc2O)C3CCN3
gen2	91	c1ccc2c(c1)CC(C2)/[NH+]=C\3/NCCO3	c1ccc2c(c1)CC(C2)[NH+]=C3NCCO3
gen2	458	CC(C)(C)OC(=O)[C@@]1(COC[C@@H]1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O	CC(C)(C)OC(=O)C1(COCC1F)N(C(=O)OC(C)(C)C)S(=O)(=O)O
gen2	223	CC(C)[S@@](=O)C1=NN=C(S1)C(=O)NCC2CCCCC2	CC(C)S(=O)C1=NN=C(S1)C(=O)NCC2CCCCC2
gen2	490	c1cc(ccc1/C=N\Nc2c(c(c(c(n2)Cl)C#N)Cl)Cl)Br	c1cc(ccc1C=NNc2c(c(c(c(n2)Cl)C#N)Cl)Cl)Br
gen2	229	CC1=C(C=NN1CC(=O)C)I	CC1=C(C=NN1CC(=O)C)I
gen2	17	CC1=NCC(=O)Nc2c1cccc2	CC1=NCC(=O)Nc2c1cccc2
gen2	11	c1ccc(cc1)/N=C\NC#N	c1ccc(cc1)N=CNC#N
gen2	359	CC(=O)NCC1=NC=CN1C	CC(=O)NCC1=NC=CN1C
gen2	13	C[C@@H]1C(=[NH+]c2cc(ccc2O1)C#N)N	CC1C(=[NH+]c2cc(ccc2O1)C#N)N
gen2	170	CC1(c2c(nc(nn2)C3=NN(c4c3cc(cn4)F)CC5CC(C5)(F)F)NC1=O)C	CC1(c2c(nc(nn2)C3=NN(c4c3cc(cn4)F)CC5CC(C5)(F)F)NC1=O)C
gen2	306	c1cc2c(nc1)C(=CN2)C[C@@H](CO)N	c1cc2c(nc1)C(=CN2)CC(CO)N
gen2	360	c1ccc(cc1)C[S@@](=O)CCCCCOc2ccc(cc2)C3=C(CCCc4c3ccc(c4)O)c5ccccc5	c1ccc(cc1)CS(=O)CCCCCOc2ccc(cc2)C3=C(CCCc4c3ccc(c4)O)c5ccccc5
gen2	311	Cc1cc(ccn1)c2ccc(cc2C3=NNN=N3)NC(=O)C4(CC4)c5cccc(c5)Cl	Cc1cc(ccn1)c2ccc(cc2C3=NNN=N3)NC(=O)C4(CC4)c5cccc(c5)Cl
gen2	17	Cc1ccccc1OC	Cc1ccccc1OC
gen2	25	c1cc2=NCC(=O)N=c2c(c1)Br	c1cc2=NCC(=O)N=c2c(c1)Br
gen2	325	C[N@@](Cc1ccc(cc1)[C@@H]2CCCC[C@@H]2C(=O)[O-])c3ccccc3	CN(Cc1ccc(cc1)C2CCCCC2C(=O)[O-])c3ccccc3
gen2	37	Cc1cc(ccc1Cl)N=C=O	Cc1cc(ccc1Cl)N=C=O
gen2	33	CCC[C@@H]1C(=[NH+]c2ccccc2O1)N	CCCC1C(=[NH+]c2ccccc2O1)N
gen2	33	C1=N[C@H](C(=N1)C(=O)N)[N+]#N	C1=NC(C(=N1)C(=O)N)[N+]#N
gen2	13	c1ccc(cc1)c2ncccn2	c1ccc(cc1)c2ncccn2
gen2	147	c1ccc(c(c1)c2cccc(n2)Cl)OC(F)(F)F	c1ccc(c(c1)c2cccc(n2)Cl)OC(F)(F)F
gen2	73	c1ccc(cc1)c2ccccc2C3=CC=CC(=O)N3	c1ccc(cc1)c2ccccc2C3=CC=CC(=O)N3
gen2	35	CC1=CC=C(O1)[C@H]2COCCN2	CC1=CC=C(O1)C2COCCN2
gen2	101	c1cc(cc(c1)F)/N=N\N2CCOCC2	c1cc(cc(c1)F)N=NN2CCOCC2
gen2	51	CC1=NSC(=C1[N+](=O)[O-])N	CC1=NSC(=C1[N+](=O)[O-])N
gen2	93	CC1(C[C@@H](c2ccccc2O1)C[NH2+]C3CC3)C	CC1(CC(c2ccccc2O1)C[NH2+]C3CC3)C
gen2	67	CCNC(=O)c1cc(cnc1)Br	CCNC(=O)c1cc(cnc1)Br
gen2	368	CC1=NN(C(=C1/C=N/N2CCOCC2)Cl)c3ccccc3Cl	CC1=NN(C(=C1C=NN2CCOCC2)Cl)c3ccccc3Cl
gen2	12	CC1(CCC1)c2ccccc2	CC1(CCC1)c2ccccc2
gen2	2619	c1ccc(cc1)CC(=O)N2CC[C@@H]3CNS(=O)(=O)[C@@H]3CC2	c1ccc(cc1)CC(=O)N2CCC3CNS(=O)(=O)C3CC2
gen2	430	Cc1cc(cc(c1Cc2ccc(c(c2)S(=O)(=O)c3ccc(cc3)F)O)C)OC(C)(C)C(=O)O	Cc1cc(cc(c1Cc2ccc(c(c2)S(=O)(=O)c3ccc(cc3)F)O)C)OC(C)(C)C(=O)O
gen2	56	Cc1cccc(c1OC)F	Cc1cccc(c1OC)F
gen2	253	C[C@H](C(C)C)[N@@]1CC[C@@H](O1)c2ccc(cc2)[C@@H]3CC[N@@](O3)[C@@H](C)C(C)C	CC(C)C(C)N1CCC(O1)c2ccc(cc2)C3CCN(O3)C(C)C(C)C
gen2	295	Cc1cc(c2c(c1C#N)COC(=O)c3c(ccc(c3OC)[C@@H](CC(C)C)O)O2)OCCC(C)C	Cc1cc(c2c(c1C#N)COC(=O)c3c(ccc(c3OC)C(CC(C)C)O)O2)OCCC(C)C
gen2	260	CCCC[S@@](=O)C1=NN=C(S1)C(=O)N	CCCCS(=O)C1=NN=C(S1)C(=O)N
gen2	157	CC[C@@H]1CSC(=C1O)C(=O)OC	CCC1CSC(=C1O)C(=O)OC
gen2	19	c1ccc(cc1)C2=NC=CN2	c1ccc(cc1)C2=NC=CN2
gen2	121	C1C[C@H](C2=C(C1)OC=C2)/[NH+]=C\3/NCCO3	C1CC(C2=C(C1)OC=C2)[NH+]=C3NCCO3
gen2	87	CC1=NOC(=N1)c2ccccc2CBr	CC1=NOC(=N1)c2ccccc2CBr
gen2	240	CCCCS(=O)(=O)Nc1cccc(c1)OCc2ccc3ccccc3n2	CCCCS(=O)(=O)Nc1cccc(c1)OCc2ccc3ccccc3n2
gen2	148	c1ccc(c(c1)C2(CC2)C(=O)N3CCCCC3)Cl	c1ccc(c(c1)C2(CC2)C(=O)N3CCCCC3)Cl
gen2	277	c1ccc(cc1)[C@@H](C(=O)[O-])C(=O)OCC2CCCCC2	c1ccc(cc1)C(C(=O)[O-])C(=O)OCC2CCCCC2
gen2	44	Cc1ccc(cc1)S(=O)(=O)/N=C\2/NC(=O)CS2	Cc1ccc(cc1)S(=O)(=O)N=C2NC(=O)CS2
gen2	35	CN(C)c1ccc(cc1)/N=N/c2cccc(c2)F	CN(C)c1ccc(cc1)N=Nc2cccc(c2)F
gen2	161	c1ccc2c(c1)[C@@H](CO2)NC3=NCCS3	c1ccc2c(c1)C(CO2)NC3=NCCS3
gen2	261	CC(=O)NC[C@@]1(CC(=O)c2ccccc2O1)C	CC(=O)NCC1(CC(=O)c2ccccc2O1)C
gen2	309	CC1(CC1)c2c(cc(cn2)Br)CNC3CC3	CC1(CC1)c2c(cc(cn2)Br)CNC3CC3
gen2	37	Cc1ccc(cc1)/N=N/C2=CNc3c2cccc3	Cc1ccc(cc1)N=NC2=CNc3c2cccc3
gen2	144	c1ccc2c(c1)[C@@H](CCS2)CCO	c1ccc2c(c1)C(CCS2)CCO
gen2	199	Cc1cccc(c1)/N=N/C2=C(NC(=O)C(=C2C)C#N)O	Cc1cccc(c1)N=NC2=C(NC(=O)C(=C2C)C#N)O
gen2	35	c1c(c(cc(c1I)F)Br)[N+](=O)[O-]	c1c(c(cc(c1I)F)Br)[N+](=O)[O-]
gen2	236	C1C[C@@H](NC1)CCCS(=O)(=O)CCCCC(F)(F)F	C1CC(NC1)CCCS(=O)(=O)CCCCC(F)(F)F
gen2	26	CC1(CC(=O)Nc2c1cc(cc2)F)C	CC1(CC(=O)Nc2c1cc(cc2)F)C
gen2	42	c1ccc(cc1)C(=O)c2ccccc2O	c1ccc(cc1)C(=O)c2ccccc2O
gen2	173	Cc1cc(c(cc1OC)C(=O)O)N	Cc1cc(c(cc1OC)C(=O)O)N
gen2	99	Cc1ccc2c(c1)C(=CN2)/C(=N\O)/N	Cc1ccc2c(c1)C(=CN2)C(=NO)N
gen2	407	CC[C@@H](C)COc1cc(cc2c1Oc3ccc(c(c3C(=O)OC2)OC)[C@@H](CC(C)C)O)C	CCC(C)COc1cc(cc2c1Oc3ccc(c(c3C(=O)OC2)OC)C(CC(C)C)O)C
gen2	96	CNC(=O)C1=CC=COC1=O	CNC(=O)C1=CC=COC1=O
gen2	102	CC1=CC(=O)N2C(=C(C(=O)N2)/N=N\c3ccccc3)N1	CC1=CC(=O)N2C(=C(C(=O)N2)N=Nc3ccccc3)N1
gen2	230	CCCCC[S@@](=O)C1=NN=C(S1)C(=O)NC2CC2	CCCCCS(=O)C1=NN=C(S1)C(=O)NC2CC2
gen2	227	CCS(=O)(=O)c1ccc(c(c1OCC2CCCC2)Cl)C(=O)[O-]	CCS(=O)(=O)c1ccc(c(c1OCC2CCCC2)Cl)C(=O)[O-]
gen2	9	c1ccc(cc1)S(=O)(=O)C(F)(F)F	c1ccc(cc1)S(=O)(=O)C(F)(F)F
gen2	20	CC1=CC=NN1c2ncccn2	CC1=CC=NN1c2ncccn2
gen2	44	c1c(ncc(n1)Br)C2(CC2)C#N	c1c(ncc(n1)Br)C2(CC2)C#N
gen2	57	CC(=O)Nc1cccnn1	CC(=O)Nc1cccnn1
gen2	14	C1CC1N2C=CC=CC2=O	C1CC1N2C=CC=CC2=O
gen2	629	Cc1ccc(c(c1)/C=N/NC2=NS(=O)(=O)c3c2cccc3)C	Cc1ccc(c(c1)C=NNC2=NS(=O)(=O)c3c2cccc3)C
gen2	14	Cc1cccnc1OC	Cc1cccnc1OC
gen2	90	CN(C)C(=O)C1=CC=CNC1=O	CN(C)C(=O)C1=CC=CNC1=O
gen2	26	c1c(c(c(c(c1Br)C=O)F)Cl)F	c1c(c(c(c(c1Br)C=O)F)Cl)F
gen2	54	c1ccc2c(c1)CCC[C@@H]2/[NH+]=C\3/NCCS3	c1ccc2c(c1)CCCC2[NH+]=C3NCCS3
gen2	79	CN1N=C(C(=N1)Br)C(=O)OC	CN1N=C(C(=N1)Br)C(=O)OC
gen2	250	CS(=O)(=O)c1ccc(c(c1CO[C@@H]2CCOC2)Cl)C(=O)[O-]	CS(=O)(=O)c1ccc(c(c1COC2CCOC2)Cl)C(=O)[O-]
gen2	443	CCOc1ccc(cc1)C2=C(N(c3c2cc(cc3)CCOCC4CC4)Cc5ccc(cc5)F)C(=O)[O-]	CCOc1ccc(cc1)C2=C(N(c3c2cc(cc3)CCOCC4CC4)Cc5ccc(cc5)F)C(=O)[O-]
gen2	297	C1C[C@@H]([NH2+]C1)CCCS(=O)(=O)CCCC(F)(F)F	C1CC([NH2+]C1)CCCS(=O)(=O)CCCC(F)(F)F
gen2	366	CC/C(=C(\c1ccc(cc1)O)/c2ccc(cc2)OCCCCCS(=O)(=O)Cc3ccccn3)/c4ccccc4	CCC(=C(c1ccc(cc1)O)c2ccc(cc2)OCCCCCS(=O)(=O)Cc3ccccn3)c4ccccc4
gen2	55	CCOc1cc(ccc1C#N)S(=O)(=O)Cl	CCOc1cc(ccc1C#N)S(=O)(=O)Cl
gen2	24	Cc1ccccc1c2ccccc2	Cc1ccccc1c2ccccc2
gen2	13	CCc1ccccc1OC	CCc1ccccc1OC
gen2	60	c1c(cc(c(c1[C@H]2CCN2)Cl)Cl)Cl	c1c(cc(c(c1C2CCN2)Cl)Cl)Cl
gen2	22	COc1c(cc(cc1F)C#N)[N+](=O)[O-]	COc1c(cc(cc1F)C#N)[N+](=O)[O-]
gen2	148	Cc1cc(cnc1Nc2ccccc2)/C=N/O	Cc1cc(cnc1Nc2ccccc2)C=NO
gen2	67	Cc1ccccc1S(=O)(=O)N(C)C	Cc1ccccc1S(=O)(=O)N(C)C
gen2	503	CCc1cc(nc(n1)N(C)C)[N@@]2C[C@@](C(C2)(C)C)(C)O	CCc1cc(nc(n1)N(C)C)N2CC(C(C2)(C)O)(C)C
gen2	142	CN1C=C(c2c1cccc2)C(=O)N3CCCCC3	CN1C=C(c2c1cccc2)C(=O)N3CCCCC3
gen2	362	c1cc(c(cc1Br)F)OCC2OCCO2	c1cc(c(cc1Br)F)OCC2OCCO2
gen2	227	CCc1cc(cc(c1CC(=O)O)C)C#CC2CC2	CCc1cc(cc(c1CC(=O)O)C)C#CC2CC2
gen2	93	C[N@]1CNCC2=C1N=C(N2C)N3CCN(CC3)C	CN1CCN(CC1)C2=NC3=C(N2C)CNCN3C
gen2	8	COc1ccccc1OC	COc1ccccc1OC
gen2	37	C1CC1(C2=NOC=C2)C(=O)[O-]	C1CC1(C2=NOC=C2)C(=O)[O-]
gen2	445	CCOC(=O)CSC1=Nc2ccc(cc2O1)N3C[C@@H](OC3=O)CNC(=O)C	CCOC(=O)CSC1=Nc2ccc(cc2O1)N3CC(OC3=O)CNC(=O)C
gen2	13	c1ccc2c(c1)C(=O)C=CN2C3CC3	c1ccc2c(c1)C(=O)C=CN2C3CC3
gen2	189	c1cc(c(nc1)O)C2=NC(=NO2)C3=CSC=C3	c1cc(c(nc1)O)C2=NC(=NO2)C3=CSC=C3
gen2	402	CCOC(=O)C1(CC1)[C@@](CN2C=NC=N2)(COc3ccc(cc3)F)O	CCOC(=O)C1(CC1)C(CN2C=NC=N2)(COc3ccc(cc3)F)O
gen2	124	Cc1cccc2c1N=C(S2)NC(=O)C34CC5CC(C3)CC(C5)C4	Cc1cccc2c1N=C(S2)NC(=O)C34CC5CC(C3)CC(C5)C4
gen2	47	COC(=O)c1cc(cc2c1OCO2)Br	COC(=O)c1cc(cc2c1OCO2)Br
gen2	327	C1C[C@@H]([NH2+]C1)CCS(=O)(=O)CCCC(F)(F)F	C1CC([NH2+]C1)CCS(=O)(=O)CCCC(F)(F)F
gen2	54	CC[N@@]1CCCCS1(=O)=O	CCN1CCCCS1(=O)=O
gen2	220	COC(=O)N[C@@]12CN(C[C@@H]1C=CC=C2)C(=O)OC	COC(=O)NC12CN(CC1C=CC=C2)C(=O)OC
gen2	51	c1cc(c(c(c1)Cl)NC2=NCCO2)Cl	c1cc(c(c(c1)Cl)NC2=NCCO2)Cl
gen2	17	COc1cccc(c1OC)F	COc1cccc(c1OC)F
gen2	49	CC(=O)c1ccccc1O	CC(=O)c1ccccc1O
gen2	1005	CC1=Nc2ccc(cc2O1)NC(=O)N3CCc4ccccc4C3	CC1=Nc2ccc(cc2O1)NC(=O)N3CCc4ccccc4C3
gen2	346	CN1CCC[C@@]2(C1=O)CC[N@](C2)c3cccc(n3)C(F)(F)F	CN1CCCC2(C1=O)CCN(C2)c3cccc(n3)C(F)(F)F
gen2	139	C1CN(CC[NH2+]1)CC2=CC=CNC2=O	C1CN(CC[NH2+]1)CC2=CC=CNC2=O
gen2	314	COc1cccc(c1)CN2c3ccccc3C(=C2C(=O)O)c4ccc(cc4)OCC5CC5	COc1cccc(c1)CN2c3ccccc3C(=C2C(=O)O)c4ccc(cc4)OCC5CC5
gen2	123	c1cc(c(cc1OC(F)(F)F)CO)Cl	c1cc(c(cc1OC(F)(F)F)CO)Cl
gen2	245	C1=CSC(=C1)C/C(=N\O)/N	C1=CSC(=C1)CC(=NO)N
gen2	213	CN(C1=NC=CO1)C(=O)c2ccccc2	CN(C1=NC=CO1)C(=O)c2ccccc2
gen2	1519	c1ccnc(c1)C(=O)Cc2ccnc(c2)Br	c1ccnc(c1)C(=O)Cc2ccnc(c2)Br
gen2	200	c1cc(c(cc1F)[N+](=O)[O-])[C@@H](CC#N)N	c1cc(c(cc1F)[N+](=O)[O-])C(CC#N)N
gen2	73	CC(=O)C1=CNc2c1c(ncc2Br)Br	CC(=O)C1=CNc2c1c(ncc2Br)Br
gen2	30	COC(=O)C1(CCNCC1)C#N	COC(=O)C1(CCNCC1)C#N
gen2	258	CC[C@@H]([C@@H]1CCc2c1ccc(c2)OCCC3=C(OC(=N3)c4cccc(c4)OC)C)C(=O)O	CCC(C1CCc2c1ccc(c2)OCCC3=C(OC(=N3)c4cccc(c4)OC)C)C(=O)O
gen2	130	CNC(=O)N1c2ccccc2N=N1	CNC(=O)N1c2ccccc2N=N1
gen2	189	c1c2c(cc(c1C=C3CCCCC3)Cl)[C@@H](CC2)C(=O)[O-]	c1c2c(cc(c1C=C3CCCCC3)Cl)C(CC2)C(=O)[O-]
gen2	283	COc1ccc(cc1OC2CCCC2)[C@@H](C#N)O	COc1ccc(cc1OC2CCCC2)C(C#N)O
gen2	200	C[C@@H](c1ccccc1F)NC2=[NH+]CCO2	CC(c1ccccc1F)NC2=[NH+]CCO2
gen2	243	c1c(ncc(n1)Cl)C(=O)NC2CN(C2)CC(F)(F)F	c1c(ncc(n1)Cl)C(=O)NC2CN(C2)CC(F)(F)F
gen2	551	COc1ccc(cc1)C2(CC2)CN3C(=O)N4[C@H](CCCC4=N3)C(=O)N5CC(C5)F	COc1ccc(cc1)C2(CC2)CN3C(=O)N4C(CCCC4=N3)C(=O)N5CC(C5)F
gen2	189	c1cc(c(cc1F)C(=O)C2=NC=CS2)F	c1cc(c(cc1F)C(=O)C2=NC=CS2)F
gen2	359	c1cc(nc(c1)Cl)C2(CC2)C(=O)O	c1cc(nc(c1)Cl)C2(CC2)C(=O)O
