DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
gen2	196	CC(C)(C#N)C(=O)Nc1cc(ccc1Cl)I	CC(C)(C#N)C(=O)Nc1cc(ccc1Cl)I
gen2	188	c1cc(c(cc1Cl)F)OCCC#N	c1cc(c(cc1Cl)F)OCCC#N
gen2	77	CSCC[C@@H]1C(=[NH+]c2ccccc2O1)N	CSCCC1C(=[NH+]c2ccccc2O1)N
gen2	279	C[C@@]1(O[C@@H](CS1)C[NH+]2CCCCC2)C(C)(C)COc3ccc(cc3)Cl	CC1(OC(CS1)C[NH+]2CCCCC2)C(C)(C)COc3ccc(cc3)Cl
gen2	133	c1ccc(c(c1)C(=O)C2=NC=CS2)F	c1ccc(c(c1)C(=O)C2=NC=CS2)F
gen2	56	CNC(=O)C1=C(C=CN1)O	CNC(=O)C1=C(C=CN1)O
gen2	8	CS(=O)(=O)c1ccccc1	CS(=O)(=O)c1ccccc1
gen2	218	c1cc2cccnc2c(c1)C(=O)N/N=C\3/CCN4C3=CC=C4	c1cc2cccnc2c(c1)C(=O)NN=C3CCN4C3=CC=C4
gen2	49	CC(=O)C1=CC=CNC1=O	CC(=O)C1=CC=CNC1=O
gen2	275	C1=CSC(=C1Br)[C@@H](CC#N)N	C1=CSC(=C1Br)C(CC#N)N
gen2	50	c1c(cnc(n1)C2(CC2)CO)Br	c1c(cnc(n1)C2(CC2)CO)Br
gen2	87	C[C@@H](c1c(ccc(c1O)Cl)[N+](=O)[O-])N	CC(c1c(ccc(c1O)Cl)[N+](=O)[O-])N
gen2	294	c1cc(ccc1c2ccc(cc2)F)C3(CCCCC3)CNC=O	c1cc(ccc1c2ccc(cc2)F)C3(CCCCC3)CNC=O
gen2	1386	CC(=O)N(C)[C@@H](c1cccnc1)C(=O)NC	CC(=O)N(C)C(c1cccnc1)C(=O)NC
gen2	14	c1ccc2c(c1)C(=O)C=CN2C3CCCC3	c1ccc2c(c1)C(=O)C=CN2C3CCCC3
gen2	14	COC1=CNC(=O)c2c1c(ccc2)Cl	COC1=CNC(=O)c2c1c(ccc2)Cl
gen2	175	C[C@@H](Cc1ccc(cc1)OCCO)[NH3+]	CC(Cc1ccc(cc1)OCCO)[NH3+]
gen2	218	c1cc(ccc1[C@@](CN2C=NC=N2)(C3(CC3)F)O)Cl	c1cc(ccc1C(CN2C=NC=N2)(C3(CC3)F)O)Cl
gen2	515	C[C@@H]1Cc2ccccc2[C@@H]1NC(=O)COC	CC1Cc2ccccc2C1NC(=O)COC
gen2	220	CC1=C2C[C@@H]3[C@@H](C[C@@H](CN3C#N)C(=O)OC)c4c2c(ccc4)N1	CC1=C2CC3C(CC(CN3C#N)C(=O)OC)c4c2c(ccc4)N1
gen2	455	c1cc(c(cc1Br)OCC2OCCO2)F	c1cc(c(cc1Br)OCC2OCCO2)F
gen2	644	c1cc(ccc1Nc2ncc(c(n2)NC3CCC(CC3)N4CCC(CC4)O)Br)S(=O)(=O)N	c1cc(ccc1Nc2ncc(c(n2)NC3CCC(CC3)N4CCC(CC4)O)Br)S(=O)(=O)N
gen2	349	C[C@@H]1Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)c4ccc(cc4)C#N)OC)OC	CC1Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)c4ccc(cc4)C#N)OC)OC
gen2	89	C(N)[P@H](=O)O	C(N)P(=O)O
gen2	1240	c1cc2c(cc1OC(=O)c3ccc(cc3F)Cl)OCO2	c1cc2c(cc1OC(=O)c3ccc(cc3F)Cl)OCO2
gen2	11	c1ccc(cc1)Oc2ccccc2	c1ccc(cc1)Oc2ccccc2
gen2	467	c1cc(cc(c1)Br)C/C(=N\O)/N	c1cc(cc(c1)Br)CC(=NO)N
gen2	32	c1cc2c(cc1F)C=C3N2CC[NH2+]C3	c1cc2c(cc1F)C=C3N2CC[NH2+]C3
gen2	483	CC1=NN(C(=C1C#N)N)Cc2ccc(c(c2)Br)F	CC1=NN(C(=C1C#N)N)Cc2ccc(c(c2)Br)F
gen2	7	C#Cc1ccccc1	C#Cc1ccccc1
gen2	31	c1c(c(ncn1)Cl)CO	c1c(c(ncn1)Cl)CO
gen2	118	C[C@@H](C1=CCCc2c1ccc(c2)OC)C(=O)[O-]	CC(C1=CCCc2c1ccc(c2)OC)C(=O)[O-]
gen2	25	c1ccnc(c1)C2CC2	c1ccnc(c1)C2CC2
gen2	501	C[C@@H](C(=O)NC)NC(=O)C(C)C	CC(C)C(=O)NC(C)C(=O)NC
gen2	221	c1cc(ccc1CCO)S(=O)(=O)c2ccc(cc2)CCO	c1cc(ccc1CCO)S(=O)(=O)c2ccc(cc2)CCO
gen2	13	C[C@@H]1C(=[NH2+])Nc2cc3c(cc2O1)CCCC3	CC1C(=[NH2+])Nc2cc3c(cc2O1)CCCC3
gen2	328	Cc1c(nc(nn1)N/N=C/C2=CNc3c2cccc3)O	Cc1c(nc(nn1)NN=CC2=CNc3c2cccc3)O
gen2	35	CC(=O)N1C(OC=N1)(C)C	CC(=O)N1C(OC=N1)(C)C
gen2	31	COc1cccc2c1cncc2	COc1cccc2c1cncc2
gen2	13	C[C@@H]1C(=[NH+]c2cc(ccc2O1)Cl)N	CC1C(=[NH+]c2cc(ccc2O1)Cl)N
gen2	14	CC1(c2ccccc2C3(O1)CCNCC3)C	CC1(c2ccccc2C3(O1)CCNCC3)C
gen2	55	c1ccc(cc1)CN2C=CN=C2	c1ccc(cc1)CN2C=CN=C2
gen2	204	Cc1cc(cnc1CO)OCC[N@@](C)OC	Cc1cc(cnc1CO)OCCN(C)OC
gen2	28	c1cnc(c(n1)C=O)Br	c1cnc(c(n1)C=O)Br
gen2	225	c1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(=O)[O-]	c1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(=O)[O-]
gen2	31	c1cc2=NCC(=O)N=c2cc1N	c1cc2=NCC(=O)N=c2cc1N
gen2	185	C[N@]1CCC[C@H](C1)Nc2c3c(ncn2)NC=C3	CN1CCCC(C1)Nc2c3c(ncn2)NC=C3
gen2	209	Cc1cc(ccc1N)/N=N\c2ccccc2OC	Cc1cc(ccc1N)N=Nc2ccccc2OC
gen2	32	CCC[C@@H]1C(=[NH2+])Nc2ccccc2O1	CCCC1C(=[NH2+])Nc2ccccc2O1
gen2	1083	C/C(=N\NC1=NS(=O)(=O)c2c1cccc2)/c3ccc4c(c3)OCO4	CC(=NNC1=NS(=O)(=O)c2c1cccc2)c3ccc4c(c3)OCO4
gen2	15	c1ccc(cc1)N2C(=O)C=CC=N2	c1ccc(cc1)N2C(=O)C=CC=N2
gen2	257	C[N@@](CCCN1CCCC1)c2c3c(ccn2)OC=C3	CN(CCCN1CCCC1)c2c3c(ccn2)OC=C3
gen2	42	c1ccc(c(c1)c2ccccn2)N	c1ccc(c(c1)c2ccccn2)N
gen2	213	Cc1c(cc(cc1F)CN)OC	Cc1c(cc(cc1F)CN)OC
gen2	9	c1ccc(cc1)c2ccccc2c3ccccc3	c1ccc(cc1)c2ccccc2c3ccccc3
gen2	192	Cc1ccc2c(c1)COC(=O)c3c(ccc(c3OC)[C@@H](C(C)C)O)S2(=O)=O	Cc1ccc2c(c1)COC(=O)c3c(ccc(c3OC)C(C(C)C)O)S2(=O)=O
gen2	53	C1CC1(CO)O	C1CC1(CO)O
gen2	82	c1cc(cc(c1)I)[C@@H]2CCN2	c1cc(cc(c1)I)C2CCN2
gen2	257	CC1(C[C@@]([C@@H](c2c1c(c(cc2)F)O)NC(=O)C3=Cc4ccccc4O3)(C(F)(F)F)O)C	CC1(CC(C(c2c1c(c(cc2)F)O)NC(=O)C3=Cc4ccccc4O3)(C(F)(F)F)O)C
gen2	117	CCNCC1=CC(=C(S1)C)Br	CCNCC1=CC(=C(S1)C)Br
gen2	186	c1ccc(cc1)CC[C@@](CN2C=NC=N2)(C3(CC3)C#N)O	c1ccc(cc1)CCC(CN2C=NC=N2)(C3(CC3)C#N)O
gen2	17	C[C@@H]1C(=Nc2cc(ccc2O1)C#N)N	CC1C(=Nc2cc(ccc2O1)C#N)N
gen2	602	CC1=NOc2c1c(ncn2)[N@](C)CC3=C(ON=C3C)C	CC1=NOc2c1c(ncn2)N(C)CC3=C(ON=C3C)C
gen2	5	CC1(CCCCC1)C(=O)N2C[C@H]3CC[N@@](C[C@@]3(C2)C(=O)O)C	CC1(CCCCC1)C(=O)N2CC3CCN(CC3(C2)C(=O)O)C
gen2	461	c1ccc(cc1)CCCC(=O)NCCc2ccccc2	c1ccc(cc1)CCCC(=O)NCCc2ccccc2
gen2	285	Cc1cc(cc(c1Cc2ccc(c(c2)S(=O)(=O)c3ccc(cc3)F)[O-])C)OC(C)(C)C(=O)[O-]	Cc1cc(cc(c1Cc2ccc(c(c2)S(=O)(=O)c3ccc(cc3)F)[O-])C)OC(C)(C)C(=O)[O-]
gen2	14	Cc1cccc(c1OC)O	Cc1cccc(c1OC)O
gen2	37	CC(=O)N1CCC[C@]12CCCC[N@@](C2)C	CC(=O)N1CCCC12CCCCN(C2)C
gen2	477	C[C@H](CN1CCN(CC1)C)NC(=O)C	CC(CN1CCN(CC1)C)NC(=O)C
gen2	83	c1ccc2c(c1)C(=O)N3c4ccccc4C(=O)NCC3=N2	c1ccc2c(c1)C(=O)N3c4ccccc4C(=O)NCC3=N2
gen2	500	Cc1cc(c2ccccc2n1)CN3C(=C(C(=N3)C)C#N)N	Cc1cc(c2ccccc2n1)CN3C(=C(C(=N3)C)C#N)N
gen2	290	CCCC[S@@](=O)C1=NN=C(S1)N(C)C(=O)N(C)C	CCCCS(=O)C1=NN=C(S1)N(C)C(=O)N(C)C
gen2	288	c1ccc(cc1)C2=C(N=C3N2C=CC(=N3)OCCN4CCCC4=O)c5ccc(cc5)C6(CCC6)N	c1ccc(cc1)C2=C(N=C3N2C=CC(=N3)OCCN4CCCC4=O)c5ccc(cc5)C6(CCC6)N
gen2	206	Cc1ccc(cc1CC(=O)O)C2CC2	Cc1ccc(cc1CC(=O)O)C2CC2
gen2	97	C1CS(=O)(=O)CCC12CN=C(O2)N	C1CS(=O)(=O)CCC12CN=C(O2)N
gen2	33	CC(C)N1C(=O)c2ccccc2NS1(=O)=O	CC(C)N1C(=O)c2ccccc2NS1(=O)=O
gen2	106	c1ccc(c(c1)C2C=CNC=C2)[N+](=O)[O-]	c1ccc(c(c1)C2C=CNC=C2)[N+](=O)[O-]
gen2	31	c1ccc(cc1)[C@@H]2CCCNC2=O	c1ccc(cc1)C2CCCNC2=O
gen2	648	Cc1ccc(cc1)S(=O)(=O)NC2=Nc3c(cccc3S2)C	Cc1ccc(cc1)S(=O)(=O)NC2=Nc3c(cccc3S2)C
gen2	9	CN(C)c1ccccn1	CN(C)c1ccccn1
gen2	205	c1ccc2c(c1)[C@@H](CO2)NC3=[NH+]CCO3	c1ccc2c(c1)C(CO2)NC3=[NH+]CCO3
gen2	200	CC1(CC1)c2c(cc(cn2)Br)C[NH2+]C3CC3	CC1(CC1)c2c(cc(cn2)Br)C[NH2+]C3CC3
gen2	238	c1ccc2c(c1)[C@@H](CCS2)C[C@@H](C(F)(F)F)O	c1ccc2c(c1)C(CCS2)CC(C(F)(F)F)O
gen2	943	C1CC1NC(=O)C[N@H+]2C[C@H](CO2)O	C1CC1NC(=O)C[NH+]2CC(CO2)O
gen2	51	c1c(c(cc2c1OCO2)Br)[C@@H]3CCN3	c1c(c(cc2c1OCO2)Br)C3CCN3
gen2	227	CC(C)C(=O)c1cc(cc(c1OC)Cl)O	CC(C)C(=O)c1cc(cc(c1OC)Cl)O
gen2	247	CC1(CC1)C(=O)[C@@H](CS(=O)(=O)c2ccccc2)N3C=NC=N3	CC1(CC1)C(=O)C(CS(=O)(=O)c2ccccc2)N3C=NC=N3
gen2	31	c1ccc(cc1)C(=O)c2ncccn2	c1ccc(cc1)C(=O)c2ncccn2
gen2	1987	CC1=CC(=C(N1C)C)C(=O)CN2C(=O)c3ccccc3S2(=O)=O	CC1=CC(=C(N1C)C)C(=O)CN2C(=O)c3ccccc3S2(=O)=O
gen2	108	Cc1ccc2c(c1)N=C(N2)/C(=C\c3ccccc3)/C#N	Cc1ccc2c(c1)N=C(N2)C(=Cc3ccccc3)C#N
gen2	357	CC[C@@H](COc1ccc(cc1)C(=O)OCC(C)C)OC(=O)C2=C(C(=NS2)Cl)Cl	CCC(COc1ccc(cc1)C(=O)OCC(C)C)OC(=O)C2=C(C(=NS2)Cl)Cl
gen2	279	C[C@@](CN)(c1ccc(c(c1)OC2CCCC2)OC)O	CC(CN)(c1ccc(c(c1)OC2CCCC2)OC)O
gen2	45	CC1=CC(=O)Oc2c1cc(c(c2)O)/N=N/c3ccc(cc3)Cl	CC1=CC(=O)Oc2c1cc(c(c2)O)N=Nc3ccc(cc3)Cl
gen2	282	CCCCC[S@@](=O)C1=NN=C(S1)C(=O)NCC	CCCCCS(=O)C1=NN=C(S1)C(=O)NCC
gen2	302	CCSC1(CC1)[C@@](CN2C=CN=C2)(c3ccc(cc3)Cl)O	CCSC1(CC1)C(CN2C=CN=C2)(c3ccc(cc3)Cl)O
gen2	34	c1ccc(cc1)S(=O)(=O)C2CC2	c1ccc(cc1)S(=O)(=O)C2CC2
gen2	63	Cc1ccnnc1[N@]2CCC[C@H]2C	Cc1ccnnc1N2CCCC2C
gen2	263	CCCC(=O)N1CCN(CC1)CCCN2C(=S)N(C(=O)C2(C)C)c3ccc(c(c3)C(F)(F)F)C#N	CCCC(=O)N1CCN(CC1)CCCN2C(=S)N(C(=O)C2(C)C)c3ccc(c(c3)C(F)(F)F)C#N
gen2	12	c1ccc(cc1)Oc2ncccn2	c1ccc(cc1)Oc2ncccn2
gen2	413	Cc1ccc(c(c1)OCC2OCCO2)F	Cc1ccc(c(c1)OCC2OCCO2)F
gen2	19	CC1=CC=NN1c2ccccc2	CC1=CC=NN1c2ccccc2
gen2	74	CN(C)C(=O)C1=CC=CC(=O)N1	CN(C)C(=O)C1=CC=CC(=O)N1
gen2	34	CC(C)C1=NC=CN1C	CC(C)C1=NC=CN1C
gen2	250	c1ccc2c(c1)CCC[N@@]2S(=O)(=O)c3ccccc3C#N	c1ccc2c(c1)CCCN2S(=O)(=O)c3ccccc3C#N
gen2	357	CN\1c2ccccc2S/C1=N\N=C\c3c4ccccc4ccc3OC	CN1c2ccccc2SC1=NN=Cc3c4ccccc4ccc3OC
gen2	230	CC1=C(SC2=C1C(=O)N(C(=O)N2CCCF)CC(C)(C)OC)C[NH2+]CCN	CC1=C(SC2=C1C(=O)N(C(=O)N2CCCF)CC(C)(C)OC)C[NH2+]CCN
gen2	161	CCOc1ccc(cc1C)C(=O)C	CCOc1ccc(cc1C)C(=O)C
gen2	916	C1CCC2(C1)C(=O)N(C(=O)N2)CC3=NOC(=N3)C4CC4	C1CCC2(C1)C(=O)N(C(=O)N2)CC3=NOC(=N3)C4CC4
gen2	367	CC/C(=C(\c1ccc(cc1)O)/c2ccc(cc2)OCCCCC[S@@](=O)Cc3ccccn3)/c4ccccc4	CCC(=C(c1ccc(cc1)O)c2ccc(cc2)OCCCCCS(=O)Cc3ccccn3)c4ccccc4
gen2	149	CCOc1cc(ccc1F)SC	CCOc1cc(ccc1F)SC
gen2	155	c1ccc(cc1)NS(=O)(=O)c2ccccc2	c1ccc(cc1)NS(=O)(=O)c2ccccc2
gen2	65	Cc1ccccc1c2ccccc2c3ccccc3	Cc1ccccc1c2ccccc2c3ccccc3
gen2	383	CCC1=COC(=N1)c2ccc(cc2)OCCCOc3ccc4c(c3)C=CN4[C@@H](C)C(=O)O	CCC1=COC(=N1)c2ccc(cc2)OCCCOc3ccc4c(c3)C=CN4C(C)C(=O)O
gen2	90	c1c(cc(c2c1SC(=N2)S)Br)OC(F)(F)F	c1c(cc(c2c1SC(=N2)S)Br)OC(F)(F)F
gen2	79	CC(=O)OC1=CC=CC(=O)N1C	CC(=O)OC1=CC=CC(=O)N1C
gen2	221	CC1=NN(C(=C1)N)Cc2ccc(cc2)Cl	CC1=NN(C(=C1)N)Cc2ccc(cc2)Cl
gen2	199	CCC[N@@]1C[C@@H](C[C@@H]2[C@@H]1CC3=C(Nc4c3c2ccc4)COC)CC#N	CCCN1CC(CC2C1CC3=C(Nc4c3c2ccc4)COC)CC#N
gen2	47	Cc1ccccc1S(=O)(=O)c2ccccc2C	Cc1ccccc1S(=O)(=O)c2ccccc2C
gen2	37	CCc1ccc(cc1)N=S=O	CCc1ccc(cc1)N=S=O
gen2	108	CN1C=CC(=C1C(=O)N(C)C)O	CN1C=CC(=C1C(=O)N(C)C)O
gen2	37	c1cc(c(cc1Br)I)[N+](=O)[O-]	c1cc(c(cc1Br)I)[N+](=O)[O-]
gen2	140	c1ccc2c(c1)C(=NCC(=O)N2)c3ccccc3Cl	c1ccc2c(c1)C(=NCC(=O)N2)c3ccccc3Cl
gen2	110	CN1c2cc(ccc2N=C1/N=N\c3ccc(cc3)OC)Br	CN1c2cc(ccc2N=C1N=Nc3ccc(cc3)OC)Br
gen2	248	c1ccc2c(c1)C(=C(N2Cc3ccc(cc3)F)C(=O)O)c4cccc(c4)OCC5CC5	c1ccc2c(c1)C(=C(N2Cc3ccc(cc3)F)C(=O)O)c4cccc(c4)OCC5CC5
gen2	40	COc1ccccc1C2=NC=CN2	COc1ccccc1C2=NC=CN2
gen2	33	CC(=O)OC#COC(=O)C	CC(=O)OC#COC(=O)C
gen2	148	CCOC(=O)[C@@H]1C(=O)[C@@H](CS1)C	CCOC(=O)C1C(=O)C(CS1)C
gen2	370	c1ccc2c(c1)ccc(n2)COc3ccc(cc3)[C@@](C4CCCC4)(C(=O)[O-])O	c1ccc2c(c1)ccc(n2)COc3ccc(cc3)C(C4CCCC4)(C(=O)[O-])O
gen2	24	c1cc(c(nc1)N2C=CC=N2)F	c1cc(c(nc1)N2C=CC=N2)F
gen2	142	CC1(C[C@]1(C(=O)N)C(=O)O)C	CC1(CC1(C(=O)N)C(=O)O)C
gen2	237	CCOC(=O)C1(CCN(CC1)OC)O	CCOC(=O)C1(CCN(CC1)OC)O
gen2	82	Cc1ccccc1C(=O)N2CCCCC2	Cc1ccccc1C(=O)N2CCCCC2
gen2	187	COC(=O)c1cc(ccc1F)CBr	COC(=O)c1cc(ccc1F)CBr
gen2	65	Cc1cccc2c1C(=O)NCCC2	Cc1cccc2c1C(=O)NCCC2
gen2	341	CC[NH+](CC)CCC[C@@]1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)C	CC[NH+](CC)CCCC1(C(C(=O)c2ccccc2O1)(CCS(=O)(=O)C)CCS(=O)(=O)C)C
gen2	647	CC1=NN=C(S1)NS(=O)(=O)C2=C(SC(=C2)Cl)Cl	CC1=NN=C(S1)NS(=O)(=O)C2=C(SC(=C2)Cl)Cl
gen2	48	c1cc(c(c(c1)Cl)NC2=[NH+]CCO2)Cl	c1cc(c(c(c1)Cl)NC2=[NH+]CCO2)Cl
gen2	64	CC(=O)c1c(cccn1)OC	CC(=O)c1c(cccn1)OC
gen2	286	Cc1ncc2c(n1)cccc2N[C@@H]3c4cc(ccc4C(C[C@@]3(C(F)(F)F)O)(C)C)Cl	Cc1ncc2c(n1)cccc2NC3c4cc(ccc4C(CC3(C(F)(F)F)O)(C)C)Cl
gen2	456	CN1CCN(CC1)C(=O)CN2C=CC=CC2=O	CN1CCN(CC1)C(=O)CN2C=CC=CC2=O
gen2	425	COc1cccc(c1)CN2c3ccccc3C(=C2C(=O)[O-])c4ccc(cc4)OCC5CC5	COc1cccc(c1)CN2c3ccccc3C(=C2C(=O)[O-])c4ccc(cc4)OCC5CC5
gen2	183	c1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(=O)O	c1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(=O)O
gen2	467	CCN(CC)CCOc1ccc(cc1)CNc2ccc(c3c2cccc3)Cl	CCN(CC)CCOc1ccc(cc1)CNc2ccc(c3c2cccc3)Cl
gen2	72	CN1C=N/C(=C\C2=CC=CO2)/C1=O	CN1C=NC(=CC2=CC=CO2)C1=O
gen2	19	C1C(CN1)N2C=CN=C2	C1C(CN1)N2C=CN=C2
gen2	90	c1cc(c(cc1F)[N+](=O)[O-])[C@@H]2COC(=O)N2	c1cc(c(cc1F)[N+](=O)[O-])C2COC(=O)N2
gen2	17	CC(=O)OO	CC(=O)OO
gen2	38	Cc1cccc(c1N2CC[NH2+]CC2)C	Cc1cccc(c1N2CC[NH2+]CC2)C
gen2	460	COC(=O)CCN1c2ccc(cc2C3=C1CC[C@@H](C3)NS(=O)(=O)c4ccc(cc4)Cl)F	COC(=O)CCN1c2ccc(cc2C3=C1CCC(C3)NS(=O)(=O)c4ccc(cc4)Cl)F
gen2	347	C=C1C[C@@H]2COC(=O)[C@@]2(C1)Cc3cccc(c3)C(=O)[O-]	C=C1CC2COC(=O)C2(C1)Cc3cccc(c3)C(=O)[O-]
gen2	24	CNC(=S)NN=C	CNC(=S)NN=C
gen2	19	C1=C2N(C=N1)S(=O)(=O)C3=CN=CN3S2(=O)=O	C1=C2N(C=N1)S(=O)(=O)C3=CN=CN3S2(=O)=O
gen2	268	COc1ccc2c(c1)CCCC(=C2CCCCCO)c3ccc(cc3)S(=O)(=O)C	COc1ccc2c(c1)CCCC(=C2CCCCCO)c3ccc(cc3)S(=O)(=O)C
gen2	376	C[C@@H](c1ccccc1F)/[NH+]=C\2/NCCO2	CC(c1ccccc1F)[NH+]=C2NCCO2
gen2	126	CC1=C(SC=C1)[C@H](C=C)N	CC1=C(SC=C1)C(C=C)N
gen2	100	CN(C)S(=O)(=O)c1ccccn1	CN(C)S(=O)(=O)c1ccccn1
gen2	233	c1c(ncc(n1)Cl)C(=O)NC2CN(C2)CC(F)F	c1c(ncc(n1)Cl)C(=O)NC2CN(C2)CC(F)F
gen2	103	COc1ccc(cc1)[C@@]23[C@@H](C[C@@H]([C@@]2(c4c(cc(cc4OC)OC)O3)O)O)c5ccccc5	COc1ccc(cc1)C23C(CC(C2(c4c(cc(cc4OC)OC)O3)O)O)c5ccccc5
gen2	74	C(CBr)C1=N[N-]N=N1	C(CBr)C1=N[N-]N=N1
gen2	24	c1cc(c(cc1F)C(F)(F)F)[C@@H]2CCN2	c1cc(c(cc1F)C(F)(F)F)C2CCN2
gen2	101	c1cc(nc(c1)I)SC(F)(F)F	c1cc(nc(c1)I)SC(F)(F)F
gen2	90	c1c(c(c(nc1Cl)Cl)O)C(=O)O	c1c(c(c(nc1Cl)Cl)O)C(=O)O
gen2	43	c1cc(c(cc1Cl)[C@H]2COC(=O)N2)[N+](=O)[O-]	c1cc(c(cc1Cl)C2COC(=O)N2)[N+](=O)[O-]
gen2	71	CSCC[C@@H]1C(=[NH2+])Nc2ccccc2O1	CSCCC1C(=[NH2+])Nc2ccccc2O1
gen2	266	C#Cc1cccc(c1)NC(=O)c2ccnc(c2)Cl	C#Cc1cccc(c1)NC(=O)c2ccnc(c2)Cl
gen2	94	CNC(=O)c1c(cccc1OC)O	CNC(=O)c1c(cccc1OC)O
gen2	91	CSC(=S)[N-]N	CSC(=S)[N-]N
gen2	57	CNC(=O)C1(CC1)F	CNC(=O)C1(CC1)F
gen2	227	c1c(nc(cn1)Cl)C(=O)NC2CN(C2)CCF	c1c(nc(cn1)Cl)C(=O)NC2CN(C2)CCF
gen2	46	COc1cc(c(cc1OC)F)[C@H]2CCN2	COc1cc(c(cc1OC)F)C2CCN2
gen2	208	C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O	CC(c1ccc2cc(ccc2c1)OC)C(=O)O
gen2	251	CC(=CCOc1cc(ccc1OC)[C@@H]2CC(=O)NC2)C	CC(=CCOc1cc(ccc1OC)C2CC(=O)NC2)C
gen2	256	c1ccc2c(c1)cccc2/N=C\C3=C(c4ccccc4S3)O	c1ccc2c(c1)cccc2N=CC3=C(c4ccccc4S3)O
gen2	10	COC1=CNC(=O)c2c1ccc(c2)Cl	COC1=CNC(=O)c2c1ccc(c2)Cl
gen2	255	c1cc(c(cc1C(F)(F)F)C2=NC3=C(N2)CCCNC3=O)F	c1cc(c(cc1C(F)(F)F)C2=NC3=C(N2)CCCNC3=O)F
gen2	27	c1cc(ccc1[N+](=O)[O-])S(=O)(=O)[N-]Cl	c1cc(ccc1[N+](=O)[O-])S(=O)(=O)[N-]Cl
gen2	184	C[C@@H]1[C@@H]2CC(=C)C[C@@]2(C(=O)O1)Cc3ccc4ccccc4c3	CC1C2CC(=C)CC2(C(=O)O1)Cc3ccc4ccccc4c3
gen2	86	c1cc(c(cc1Br)S)C(=O)O	c1cc(c(cc1Br)S)C(=O)O
gen2	1049	CS(=O)(=O)[N@@]1CC[C@]2(C1)CCC[N@@](C2)Cc3ccccn3	CS(=O)(=O)N1CCC2(C1)CCCN(C2)Cc3ccccn3
gen2	369	C[C@@H]1Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)c4cccc(c4)NS(=O)(=O)C)OC)OC	CC1Cc2cc(c(cc2C(=NN1C(=O)NC)c3ccc(cc3)c4cccc(c4)NS(=O)(=O)C)OC)OC
gen2	1785	C=C(C(=O)O)OP(=O)(O)O	C=C(C(=O)O)OP(=O)(O)O
gen2	30	c1cc2c(cc1OC(F)(F)F)N=C(S2)S	c1cc2c(cc1OC(F)(F)F)N=C(S2)S
gen2	25	COc1cccnc1N2C=CC=N2	COc1cccnc1N2C=CC=N2
gen2	892	c1cc(cc(c1)Cl)C2(CC2)C(=O)Nc3ccc(c(c3)C4=NN=N[N-]4)c5cc(cnc5)F	c1cc(cc(c1)Cl)C2(CC2)C(=O)Nc3ccc(c(c3)C4=NN=N[N-]4)c5cc(cnc5)F
gen2	172	C[C@@H](CCN1C=CN=C1)c2ccc(cc2)O	CC(CCN1C=CN=C1)c2ccc(cc2)O
gen2	1097	c1cc2c(cc1NS(=O)(=O)C3=CC=C(S3)Cl)OCO2	c1cc2c(cc1NS(=O)(=O)C3=CC=C(S3)Cl)OCO2
gen2	326	CC1=NN(C(=C1/C=N\c2cccc(c2)C#N)Cl)c3ccc(cc3)F	CC1=NN(C(=C1C=Nc2cccc(c2)C#N)Cl)c3ccc(cc3)F
gen2	21	c1c(c(ncn1)N2CCC2)Cl	c1c(c(ncn1)N2CCC2)Cl
gen2	360	C[C@@H](CCN(Cc1ccccc1)Cc2ccccc2)OC(=O)N3C(COC3(C)C)(C)C	CC(CCN(Cc1ccccc1)Cc2ccccc2)OC(=O)N3C(COC3(C)C)(C)C
gen2	70	CC(C)c1cc2c(c(c1[C@@H](c3ccc(cc3)C(F)(F)F)F)C4CCCC4)[C@@H](CC5(O2)CCC5)O	CC(C)c1cc2c(c(c1C(c3ccc(cc3)C(F)(F)F)F)C4CCCC4)C(CC5(O2)CCC5)O
gen2	25	C1=CN=C(N1)/C=N\O	C1=CN=C(N1)C=NO
gen2	51	COC(=O)c1cccc(c1Cl)N	COC(=O)c1cccc(c1Cl)N
gen2	217	C[C@@H](C(=O)O)Oc1cccc2c1cccc2O	CC(C(=O)O)Oc1cccc2c1cccc2O
gen2	246	c1cc(ccc1CCN2C(=O)N3[C@H](CCCC3=N2)C(=O)N4CC(C4)(F)F)F	c1cc(ccc1CCN2C(=O)N3C(CCCC3=N2)C(=O)N4CC(C4)(F)F)F
gen2	101	C[C@@H]1CCCCN1C(=O)c2ccccc2	CC1CCCCN1C(=O)c2ccccc2
gen2	504	Cc1c(nc(nn1)N/N=C/c2cccc3c2cccc3)O	Cc1c(nc(nn1)NN=Cc2cccc3c2cccc3)O
gen2	37	C/C(=N/O)/c1cc(ccc1F)F	CC(=NO)c1cc(ccc1F)F
gen2	9	COc1ccccc1	COc1ccccc1
